Prov_Name,Topic,Characteristic,Total
Prince Edward Island,Educational attainment,   University certificate or diploma below the bachelor level,2520
Prince Edward Island,Educational attainment,"   University certificate, diploma or degree",9345
Prince Edward Island,Major field of study,Total population 15 years and over,110205
Prince Edward Island,Major field of study,"   No postsecondary certificate, diploma or degree",57475
Prince Edward Island,Major field of study,   Education,4390
Prince Edward Island,Major field of study,"   Visual and performing arts, and communications technologies",1125
Prince Edward Island,Major field of study,   Humanities,2655
Prince Edward Island,Major field of study,   Social and behavioural sciences and law,4175
Prince Edward Island,Major field of study,"   Business, management and public administration",13815
Prince Edward Island,Major field of study,   Physical and life sciences and technologies,1660
Prince Edward Island,Major field of study,"   Mathematics, computer and information sciences",1550
Prince Edward Island,Major field of study,"   Architecture, engineering, and related technologies",10465
Prince Edward Island,Major field of study,"   Agriculture, natural resources and conservation",1520
Prince Edward Island,Major field of study,"   Health, parks, recreation and fitness",7845
Prince Edward Island,Major field of study,"   Personal, protective and transportation services",3520
Prince Edward Island,Major field of study,   Other,0
Prince Edward Island,Location of study,Total population 15 years and over,110205
Prince Edward Island,Location of study,"   No postsecondary certificate, diploma or degree",57480
Prince Edward Island,Location of study,"   Postsecondary certificate, diploma or degree",52725
Prince Edward Island,Location of study,      Inside Canada,50435
Prince Edward Island,Location of study,      Outside Canada,2290
Prince Edward Island,Labour force activity,Total population 15 years and over,110205
Prince Edward Island,Labour force activity,   In the labour force,75210
Prince Edward Island,Labour force activity,      Employed,66855
Prince Edward Island,Labour force activity,      Unemployed,8350
Prince Edward Island,Labour force activity,   Not in the labour force,34995
Prince Edward Island,Labour force activity,Participation rate,68.2
Prince Edward Island,Labour force activity,Employment rate,60.7
Prince Edward Island,Labour force activity,Unemployment rate,11.1
Prince Edward Island,Occupation,Total experienced labour force 15 years and over,74510
Prince Edward Island,Occupation,   A  Management occupations,5650
Prince Edward Island,Occupation,"   B  Business, finance and administration occupations",12085
Prince Edward Island,Occupation,   C  Natural and applied sciences and related occupations,3590
Prince Edward Island,Occupation,   D  Health occupations,4420
Prince Edward Island,Occupation,"   E  Occupations in social science, education, government service and religion",5970
Prince Edward Island,Occupation,"   F  Occupations in art, culture, recreation and sport",1640
Prince Edward Island,Occupation,   G  Sales and service occupations,16810
Prince Edward Island,Occupation,"   H  Trades, transport and equipment operators and related occupations",11125
Prince Edward Island,Occupation,   I  Occupations unique to primary industry,9000
Prince Edward Island,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",4225
Prince Edward Island,Industry,Total experienced labour force 15 years and over,74510
Prince Edward Island,Industry,   Agriculture and other resource-based industries,9525
Prince Edward Island,Industry,   Construction,4880
Prince Edward Island,Industry,   Manufacturing,7000
Prince Edward Island,Industry,   Wholesale trade,1595
Prince Edward Island,Industry,   Retail trade,8120
Prince Edward Island,Industry,   Finance and real estate,2690
Prince Edward Island,Industry,   Health care and social services,7140
Prince Edward Island,Industry,   Educational services,4625
Prince Edward Island,Industry,   Business services,9665
Prince Edward Island,Industry,   Other services,19265
Prince Edward Island,Unpaid work,Population 15 years and over reporting hours of unpaid work,101345
Prince Edward Island,Unpaid work,Population 15 years and over reporting hours of unpaid housework,100130
Prince Edward Island,Unpaid work,Population 15 years and over reporting hours looking after children without pay,41990
Prince Edward Island,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,21615
Prince Edward Island,Language used most often at work,Total population 15 years and over who worked since 2005,82405
Prince Edward Island,Language used most often at work,   English,80875
Prince Edward Island,Language used most often at work,   French,1060
Prince Edward Island,Language used most often at work,   Non-official language,30
Prince Edward Island,Language used most often at work,   English and French,430
Prince Edward Island,Language used most often at work,   English and non-official language,15
Prince Edward Island,Language used most often at work,   French and non-official language,0
Prince Edward Island,Language used most often at work,"   English, French and non-official language",0
Prince Edward Island,Place of work status,Total employed labour force 15 years and over,66860
Prince Edward Island,Place of work status,   Worked at home,5255
Prince Edward Island,Place of work status,   Worked outside Canada,190
Prince Edward Island,Place of work status,   No fixed workplace address,7360
Prince Edward Island,Place of work status,   Worked at usual place,54045
Prince Edward Island,Place of work status,      Worked in census subdivision (municipality) of residence,20830
Prince Edward Island,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,27970
Prince Edward Island,Place of work status,      Worked in a different census division (county),4255
Prince Edward Island,Place of work status,      Worked in a different province,990
Prince Edward Island,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,61410
Prince Edward Island,Mode of transportation to work,"   Car, truck, van, as driver",48905
Prince Edward Island,Mode of transportation to work,"   Car, truck, van, as passenger",6815
Prince Edward Island,Mode of transportation to work,   Public transit,305
Prince Edward Island,Mode of transportation to work,   Walked or bicycled,4495
Prince Edward Island,Mode of transportation to work,   All other modes,890
Prince Edward Island,Visible minority population characteristics,Total population,134205
Prince Edward Island,Visible minority population characteristics,   Total visible minority population,1825
Prince Edward Island,Visible minority population characteristics,      Chinese,250
Prince Edward Island,Visible minority population characteristics,      South Asian,130
Prince Edward Island,Visible minority population characteristics,      Black,645
Prince Edward Island,Visible minority population characteristics,      Filipino,30
Prince Edward Island,Visible minority population characteristics,      Latin American,215
Prince Edward Island,Visible minority population characteristics,      Southeast Asian,30
Prince Edward Island,Visible minority population characteristics,      Arab,260
Prince Edward Island,Visible minority population characteristics,      West Asian,30
Prince Edward Island,Visible minority population characteristics,      Korean,70
Prince Edward Island,Visible minority population characteristics,      Japanese,65
Prince Edward Island,Visible minority population characteristics,"      Visible minority, n.i.e.",60
Prince Edward Island,Visible minority population characteristics,      Multiple visible minority,25
Prince Edward Island,Visible minority population characteristics,   Not a visible minority,132375
Prince Edward Island,Earnings in 2005,Persons 15 years and over with earnings (counts),80670
Prince Edward Island,Earnings in 2005,   Median earnings - Persons 15 years and over ($),19459
Prince Edward Island,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",36135
Prince Edward Island,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",34140
Prince Edward Island,Income in 2005,Persons 15 years and over with income (counts),106405
Prince Edward Island,Income in 2005,   Median income - Persons 15 years and over ($),22383
Prince Edward Island,Income in 2005,   Median income after tax - Persons 15 years and over ($),20205
Prince Edward Island,Income in 2005,   Composition of total income (100%),100
Prince Edward Island,Income in 2005,      Earnings - As a % of total income,69.8
Prince Edward Island,Income in 2005,      Government transfers - As a % of total income,17.8
Prince Edward Island,Income in 2005,      Other money - As a % of total income,12.3
Prince Edward Island,Income in 2005,   Income status of all persons in private households (counts),132875
Prince Edward Island,Income in 2005,      % in low income before tax - All persons,11
Prince Edward Island,Income in 2005,      % in low income after tax - All persons,7
Prince Edward Island,Income in 2005,      % in low income before tax - Persons less than 18 years of age,12.7
Prince Edward Island,Income in 2005,      % in low income after tax - Persons less than 18 years of age,7.9
Nova Scotia,Population and dwelling counts,Population in 2006,913462
Nova Scotia,Population and dwelling counts,Population in 2001,908007
Nova Scotia,Population and dwelling counts,2001 to 2006 population change (%),0.6
Nova Scotia,Population and dwelling counts,Total private dwellings,425681
Nova Scotia,Population and dwelling counts,Private dwellings occupied by usual residents,376829
Nova Scotia,Population and dwelling counts,Population density per square kilometre,17.3
Nova Scotia,Population and dwelling counts,Land area (square km),52917.4571
Nova Scotia,Age characteristics,Total population,913460
Nova Scotia,Age characteristics,   0 to 4 years,42040
Nova Scotia,Age characteristics,   5 to 9 years,48145
Nova Scotia,Age characteristics,   10 to 14 years,56245
Nova Scotia,Age characteristics,   15 to 19 years,61440
Nova Scotia,Age characteristics,   20 to 24 years,56775
Nova Scotia,Age characteristics,   25 to 29 years,50595
Nova Scotia,Age characteristics,   30 to 34 years,54635
Nova Scotia,Age characteristics,   35 to 39 years,60935
Nova Scotia,Age characteristics,   40 to 44 years,75720
Nova Scotia,Age characteristics,   45 to 49 years,77205
Nova Scotia,Age characteristics,   50 to 54 years,71705
Nova Scotia,Age characteristics,   55 to 59 years,67880
Nova Scotia,Age characteristics,   60 to 64 years,51920
Nova Scotia,Age characteristics,   65 to 69 years,40155
Nova Scotia,Age characteristics,   70 to 74 years,33140
Nova Scotia,Age characteristics,   75 to 79 years,26435
Nova Scotia,Age characteristics,   80 to 84 years,19870
Nova Scotia,Age characteristics,   85 years and over,18610
Nova Scotia,Age characteristics,Median age of the population,41.8
Nova Scotia,Age characteristics,% of the population aged 15 and over,84
Nova Scotia,Common-law status characteristics,Total population 15 years and over,767025
Nova Scotia,Common-law status characteristics,   Not in a common-law relationship,698675
Nova Scotia,Common-law status characteristics,   In a common-law relationship,68350
Nova Scotia,Legal marital status characteristics,Total population 15 years and over,767030
Nova Scotia,Legal marital status characteristics,   Never legally married (single),246770
Nova Scotia,Legal marital status characteristics,   Legally married (and not separated),379600
Nova Scotia,Legal marital status characteristics,"   Separated, but still legally married",27460
Nova Scotia,Legal marital status characteristics,   Divorced,58385
Nova Scotia,Legal marital status characteristics,   Widowed,54805
Nova Scotia,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,376845
Nova Scotia,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,67.3
Nova Scotia,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,5
Nova Scotia,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,2.1
Nova Scotia,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",3.1
Nova Scotia,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,14.5
Nova Scotia,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,4
Nova Scotia,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,3.9
Nova Scotia,Occupied private dwelling characteristics,Number of owned dwellings,271155
Nova Scotia,Occupied private dwelling characteristics,Number of rented dwellings,103870
Nova Scotia,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,270960
Nova Scotia,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,105885
Nova Scotia,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,9.5
Nova Scotia,Occupied private dwelling characteristics,Average number of rooms per dwelling,6.7
Nova Scotia,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,0.4
Nova Scotia,Occupied private dwelling characteristics,Average value of owned dwelling ($),158000
Nova Scotia,Selected family characteristics,Total number of census families,267415
Nova Scotia,Selected family characteristics,   Number of married-couple families,187425
Nova Scotia,Selected family characteristics,   Number of common-law-couple families,34700
Nova Scotia,Selected family characteristics,   Number of lone-parent families,45290
Nova Scotia,Selected family characteristics,      Number of female lone-parent families,37280
Nova Scotia,Selected family characteristics,      Number of male lone-parent families,8010
Nova Scotia,Selected family characteristics,Average number of persons in all census families,2.8
Nova Scotia,Selected family characteristics,   Average number of persons in married-couple families,2.9
Nova Scotia,Selected family characteristics,   Average number of persons in common-law-couple families,2.7
Nova Scotia,Selected family characteristics,   Average number of persons in lone-parent families,2.5
Nova Scotia,Selected family characteristics,      Average number of persons in female lone-parent families,2.5
Nova Scotia,Selected family characteristics,      Average number of persons in male lone-parent families,2.3
Nova Scotia,Selected family characteristics,Median income in 2005 - All census families ($),55412
Nova Scotia,Selected family characteristics,   Median income in 2005 - Married-couple families ($),63843
Nova Scotia,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),50617
Nova Scotia,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),29917
Nova Scotia,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),28330
Nova Scotia,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),39709
Nova Scotia,Selected family characteristics,Median after-tax income in 2005 - All census families ($),47850
Nova Scotia,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),54078
Nova Scotia,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),44038
Nova Scotia,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),28555
Nova Scotia,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),27344
Nova Scotia,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),35246
Nova Scotia,Selected household characteristics,Total private households,376845
Nova Scotia,Selected household characteristics,   Households containing a couple (married or common-law) with children,96260
Nova Scotia,Selected household characteristics,   Households containing a couple (married or common-law) without children,120105
Nova Scotia,Selected household characteristics,   One-person households,99945
Nova Scotia,Selected household characteristics,   Other household types,60530
Nova Scotia,Selected household characteristics,Median income in 2005 - All private households ($),46605
Nova Scotia,Selected household characteristics,   Median income in 2005 - Couple households with children ($),73048
Nova Scotia,Selected household characteristics,   Median income in 2005 - Couple households without children ($),54959
Nova Scotia,Selected household characteristics,   Median income in 2005 - One-person households ($),22395
Nova Scotia,Selected household characteristics,   Median income in 2005 - Other household types ($),37588
Nova Scotia,Selected household characteristics,Median after-tax income in 2005 - All private households ($),40591
Nova Scotia,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),61331
Nova Scotia,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),47312
Nova Scotia,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),20414
Nova Scotia,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),34781
Nova Scotia,Selected household characteristics,Median monthly payments for rented dwellings ($),641
Nova Scotia,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),625
Nova Scotia,Selected household characteristics,Average household size,2.4
Nova Scotia,Mother tongue,Total population,903090
Nova Scotia,Mother tongue,   English only,832105
Nova Scotia,Mother tongue,   French only,32540
Nova Scotia,Mother tongue,   English and French,2100
Nova Scotia,Mother tongue,   Other language(s),36345
Nova Scotia,Knowledge of official languages,Total population,903090
Nova Scotia,Knowledge of official languages,   English only,805690
Nova Scotia,Knowledge of official languages,   French only,1000
Nova Scotia,Knowledge of official languages,   English and French,95010
Nova Scotia,Knowledge of official languages,   Neither English nor French,1385
Nova Scotia,Language spoken most often at home,Total population,903090
Nova Scotia,Language spoken most often at home,   English,866685
Nova Scotia,Language spoken most often at home,   French,17165
Nova Scotia,Language spoken most often at home,   Non-official language,15700
Nova Scotia,Language spoken most often at home,   English and French,1310
Nova Scotia,Language spoken most often at home,   English and non-official language,2125
Nova Scotia,Language spoken most often at home,   French and non-official language,85
Nova Scotia,Language spoken most often at home,"   English, French and non-official language",25
Nova Scotia,Immigrant status and period of immigration,Total population,903090
Nova Scotia,Immigrant status and period of immigration,   Non-immigrants,854495
Nova Scotia,Immigrant status and period of immigration,   Immigrants,45195
Nova Scotia,Immigrant status and period of immigration,      Before 1991,30305
Nova Scotia,Immigrant status and period of immigration,      1991 to 2000,7985
Nova Scotia,Immigrant status and period of immigration,      2001 to 2006,6900
Nova Scotia,Immigrant status and period of immigration,   Non-permanent residents,3405
Nova Scotia,Citizenship,Total population,903090
Nova Scotia,Citizenship,   Canadian citizens,887995
Nova Scotia,Citizenship,      Canadian citizens under age 18,182285
Nova Scotia,Citizenship,      Canadian citizens age 18 and over,705710
Nova Scotia,Citizenship,   Not Canadian citizens,15095
Nova Scotia,Generation status,Total population 15 years and over,756595
Nova Scotia,Generation status,   1st generation,47850
Nova Scotia,Generation status,   2nd generation,55160
Nova Scotia,Generation status,   3rd generation or more,653585
Nova Scotia,Mobility status - Place of residence 1 year ago,Total population 1 year and over,894570
Nova Scotia,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,785165
Nova Scotia,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",69425
Nova Scotia,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",20800
Nova Scotia,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,15190
Nova Scotia,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,3990
Nova Scotia,Mobility status - Place of residence 5 years ago,Total population 5 years and over,860670
Nova Scotia,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,575240
Nova Scotia,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",170625
Nova Scotia,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",54945
Nova Scotia,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,48035
Nova Scotia,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,11820
Nova Scotia,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,903090
Nova Scotia,Aboriginal population,   Aboriginal identity population,24175
Nova Scotia,Aboriginal population,   Non-Aboriginal identity population,878915
Nova Scotia,Educational attainment,Total population 15 years and over,756595
Nova Scotia,Educational attainment,"   No certificate, diploma or degree",202775
Nova Scotia,Educational attainment,   High school certificate or equivalent,172800
Nova Scotia,Educational attainment,   Apprenticeship or trades certificate or diploma,90420
Nova Scotia,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",135975
Nova Scotia,Educational attainment,   University certificate or diploma below the bachelor level,30650
Nova Scotia,Educational attainment,"   University certificate, diploma or degree",123980
Nova Scotia,Educational attainment,Total population aged 15 to 24,117770
Nova Scotia,Educational attainment,"   No certificate, diploma or degree",51165
Nova Scotia,Educational attainment,   High school certificate or equivalent,41635
Nova Scotia,Educational attainment,   Apprenticeship or trades certificate or diploma,3900
Nova Scotia,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",8675
Nova Scotia,Educational attainment,   University certificate or diploma below the bachelor level,2375
Nova Scotia,Educational attainment,"   University certificate, diploma or degree",10015
Nova Scotia,Educational attainment,Total population aged 25 to 34,104750
Nova Scotia,Educational attainment,"   No certificate, diploma or degree",12060
Nova Scotia,Educational attainment,   High school certificate or equivalent,23190
Nova Scotia,Educational attainment,   Apprenticeship or trades certificate or diploma,10190
Nova Scotia,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",26505
Nova Scotia,Educational attainment,   University certificate or diploma below the bachelor level,4030
Nova Scotia,Educational attainment,"   University certificate, diploma or degree",28775
Nova Scotia,Educational attainment,Total population aged 35 to 64,402995
Nova Scotia,Educational attainment,"   No certificate, diploma or degree",82220
Nova Scotia,Educational attainment,   High school certificate or equivalent,82865
Nova Scotia,Educational attainment,   Apprenticeship or trades certificate or diploma,60525
Nova Scotia,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",85005
Nova Scotia,Educational attainment,   University certificate or diploma below the bachelor level,18420
Nova Scotia,Educational attainment,"   University certificate, diploma or degree",73955
Nova Scotia,Major field of study,Total population 15 years and over,756595
Nova Scotia,Major field of study,"   No postsecondary certificate, diploma or degree",375570
Nova Scotia,Major field of study,   Education,31460
Nova Scotia,Major field of study,"   Visual and performing arts, and communications technologies",8725
Nova Scotia,Major field of study,   Humanities,18195
Nova Scotia,Major field of study,   Social and behavioural sciences and law,30195
Nova Scotia,Major field of study,"   Business, management and public administration",86670
Nova Scotia,Major field of study,   Physical and life sciences and technologies,12660
Nova Scotia,Major field of study,"   Mathematics, computer and information sciences",14975
Nova Scotia,Major field of study,"   Architecture, engineering, and related technologies",88860
Nova Scotia,Major field of study,"   Agriculture, natural resources and conservation",6855
Nova Scotia,Major field of study,"   Health, parks, recreation and fitness",54675
Nova Scotia,Major field of study,"   Personal, protective and transportation services",27730
Nova Scotia,Major field of study,   Other,15
Nova Scotia,Location of study,Total population 15 years and over,756595
Nova Scotia,Location of study,"   No postsecondary certificate, diploma or degree",375570
Nova Scotia,Location of study,"   Postsecondary certificate, diploma or degree",381025
Nova Scotia,Location of study,      Inside Canada,359365
Nova Scotia,Location of study,      Outside Canada,21660
Nova Scotia,Labour force activity,Total population 15 years and over,756595
Nova Scotia,Labour force activity,   In the labour force,476125
Nova Scotia,Labour force activity,      Employed,432595
Nova Scotia,Labour force activity,      Unemployed,43530
Nova Scotia,Labour force activity,   Not in the labour force,280470
Nova Scotia,Labour force activity,Participation rate,62.9
Nova Scotia,Labour force activity,Employment rate,57.2
Nova Scotia,Labour force activity,Unemployment rate,9.1
Nova Scotia,Occupation,Total experienced labour force 15 years and over,468590
Nova Scotia,Occupation,   A  Management occupations,41700
Nova Scotia,Occupation,"   B  Business, finance and administration occupations",79440
Nova Scotia,Occupation,   C  Natural and applied sciences and related occupations,25025
Nova Scotia,Occupation,   D  Health occupations,31120
Nova Scotia,Occupation,"   E  Occupations in social science, education, government service and religion",39350
Nova Scotia,Occupation,"   F  Occupations in art, culture, recreation and sport",12740
Nova Scotia,Occupation,   G  Sales and service occupations,122870
Nova Scotia,Occupation,"   H  Trades, transport and equipment operators and related occupations",69965
Nova Scotia,Occupation,   I  Occupations unique to primary industry,24490
Nova Scotia,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",21890
Nova Scotia,Industry,Total experienced labour force 15 years and over,468590
Nova Scotia,Industry,   Agriculture and other resource-based industries,27400
Nova Scotia,Industry,   Construction,29965
Nova Scotia,Industry,   Manufacturing,41710
Nova Scotia,Industry,   Wholesale trade,16440
Nova Scotia,Industry,   Retail trade,58565
Nova Scotia,Industry,   Finance and real estate,21355
Nova Scotia,Industry,   Health care and social services,54695
Nova Scotia,Industry,   Educational services,34690
Nova Scotia,Industry,   Business services,80930
Nova Scotia,Industry,   Other services,102840
Nova Scotia,Unpaid work,Population 15 years and over reporting hours of unpaid work,689655
Nova Scotia,Unpaid work,Population 15 years and over reporting hours of unpaid housework,681725
Nova Scotia,Unpaid work,Population 15 years and over reporting hours looking after children without pay,262230
Nova Scotia,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,134205
Nova Scotia,Language used most often at work,Total population 15 years and over who worked since 2005,515655
Nova Scotia,Language used most often at work,   English,504425
Nova Scotia,Language used most often at work,   French,6995
Nova Scotia,Language used most often at work,   Non-official language,1475
Nova Scotia,Language used most often at work,   English and French,2190
Nova Scotia,Language used most often at work,   English and non-official language,505
Nova Scotia,Language used most often at work,   French and non-official language,30
Nova Scotia,Language used most often at work,"   English, French and non-official language",30
Nova Scotia,Place of work status,Total employed labour force 15 years and over,432595
Nova Scotia,Place of work status,   Worked at home,27820
Nova Scotia,Place of work status,   Worked outside Canada,1815
Nova Scotia,Place of work status,   No fixed workplace address,48725
Nova Scotia,Place of work status,   Worked at usual place,354235
Nova Scotia,Place of work status,      Worked in census subdivision (municipality) of residence,256450
Nova Scotia,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,63545
Nova Scotia,Place of work status,      Worked in a different census division (county),29470
Nova Scotia,Place of work status,      Worked in a different province,4765
Nova Scotia,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,402960
Nova Scotia,Mode of transportation to work,"   Car, truck, van, as driver",293225
Nova Scotia,Mode of transportation to work,"   Car, truck, van, as passenger",43705
Nova Scotia,Mode of transportation to work,   Public transit,23965
Nova Scotia,Mode of transportation to work,   Walked or bicycled,35645
Nova Scotia,Mode of transportation to work,   All other modes,6415
Nova Scotia,Visible minority population characteristics,Total population,903090
Nova Scotia,Visible minority population characteristics,   Total visible minority population,37685
Nova Scotia,Visible minority population characteristics,      Chinese,4305
Nova Scotia,Visible minority population characteristics,      South Asian,3810
Nova Scotia,Visible minority population characteristics,      Black,19230
Nova Scotia,Visible minority population characteristics,      Filipino,700
Nova Scotia,Visible minority population characteristics,      Latin American,955
Nova Scotia,Visible minority population characteristics,      Southeast Asian,815
Nova Scotia,Visible minority population characteristics,      Arab,4505
Nova Scotia,Visible minority population characteristics,      West Asian,775
Nova Scotia,Visible minority population characteristics,      Korean,795
Nova Scotia,Visible minority population characteristics,      Japanese,500
Nova Scotia,Visible minority population characteristics,"      Visible minority, n.i.e.",260
Nova Scotia,Visible minority population characteristics,      Multiple visible minority,1035
Nova Scotia,Visible minority population characteristics,   Not a visible minority,865405
Nova Scotia,Earnings in 2005,Persons 15 years and over with earnings (counts),508305
Nova Scotia,Earnings in 2005,   Median earnings - Persons 15 years and over ($),22608
Nova Scotia,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",255050
Nova Scotia,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",36917
Nova Scotia,Income in 2005,Persons 15 years and over with income (counts),718340
Nova Scotia,Income in 2005,   Median income - Persons 15 years and over ($),22815
Nova Scotia,Income in 2005,   Median income after tax - Persons 15 years and over ($),20778
Nova Scotia,Income in 2005,   Composition of total income (100%),100
Nova Scotia,Income in 2005,      Earnings - As a % of total income,70.2
Nova Scotia,Income in 2005,      Government transfers - As a % of total income,15.1
Nova Scotia,Income in 2005,      Other money - As a % of total income,14.6
Nova Scotia,Income in 2005,   Income status of all persons in private households (counts),891010
Nova Scotia,Income in 2005,      % in low income before tax - All persons,13.8
Nova Scotia,Income in 2005,      % in low income after tax - All persons,9.6
Nova Scotia,Income in 2005,      % in low income before tax - Persons less than 18 years of age,16.6
Nova Scotia,Income in 2005,      % in low income after tax - Persons less than 18 years of age,11.5
New Brunswick,Population and dwelling counts,Population in 2006,729997
New Brunswick,Population and dwelling counts,Population in 2001,729498
New Brunswick,Population and dwelling counts,2001 to 2006 population change (%),0.1
New Brunswick,Population and dwelling counts,Total private dwellings,331619
New Brunswick,Population and dwelling counts,Private dwellings occupied by usual residents,295871
New Brunswick,Population and dwelling counts,Population density per square kilometre,10.2
New Brunswick,Population and dwelling counts,Land area (square km),71355.1241
New Brunswick,Age characteristics,Total population,729995
New Brunswick,Age characteristics,   0 to 4 years,34435
New Brunswick,Age characteristics,   5 to 9 years,38875
New Brunswick,Age characteristics,   10 to 14 years,44940
New Brunswick,Age characteristics,   15 to 19 years,47700
New Brunswick,Age characteristics,   20 to 24 years,44625
New Brunswick,Age characteristics,   25 to 29 years,41805
New Brunswick,Age characteristics,   30 to 34 years,45695
New Brunswick,Age characteristics,   35 to 39 years,49415
New Brunswick,Age characteristics,   40 to 44 years,60035
New Brunswick,Age characteristics,   45 to 49 years,61435
New Brunswick,Age characteristics,   50 to 54 years,58640
New Brunswick,Age characteristics,   55 to 59 years,54435
New Brunswick,Age characteristics,   60 to 64 years,40330
New Brunswick,Age characteristics,   65 to 69 years,31285
New Brunswick,Age characteristics,   70 to 74 years,25565
New Brunswick,Age characteristics,   75 to 79 years,20485
New Brunswick,Age characteristics,   80 to 84 years,16200
New Brunswick,Age characteristics,   85 years and over,14105
New Brunswick,Age characteristics,Median age of the population,41.5
New Brunswick,Age characteristics,% of the population aged 15 and over,83.8
New Brunswick,Common-law status characteristics,Total population 15 years and over,611745
New Brunswick,Common-law status characteristics,   Not in a common-law relationship,550075
New Brunswick,Common-law status characteristics,   In a common-law relationship,61670
New Brunswick,Legal marital status characteristics,Total population 15 years and over,611745
New Brunswick,Legal marital status characteristics,   Never legally married (single),197350
New Brunswick,Legal marital status characteristics,   Legally married (and not separated),306025
New Brunswick,Legal marital status characteristics,"   Separated, but still legally married",24620
New Brunswick,Legal marital status characteristics,   Divorced,41150
New Brunswick,Legal marital status characteristics,   Widowed,42595
New Brunswick,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,295960
New Brunswick,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,71.1
New Brunswick,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,3.1
New Brunswick,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,2.4
New Brunswick,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",4.4
New Brunswick,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,12.9
New Brunswick,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,1.3
