Prov_Name,Topic,Characteristic,Total
Nova Scotia,Legal Marital Status,   Married,381415
Nova Scotia,Legal Marital Status,   Separated,24915
Nova Scotia,Legal Marital Status,   Divorced,51945
Nova Scotia,Legal Marital Status,   Widowed,53750
Nova Scotia,Language(s) First Learned and Still Understood,Total - All persons,897565
Nova Scotia,Language(s) First Learned and Still Understood,   English only,832655
Nova Scotia,Language(s) First Learned and Still Understood,   French only,34025
Nova Scotia,Language(s) First Learned and Still Understood,   Both English and French,2560
Nova Scotia,Language(s) First Learned and Still Understood,   Other languages,28330
Nova Scotia,Mobility Status - Place of Residence 1 Year Ago,Total population 1 year and over,888620
Nova Scotia,Mobility Status - Place of Residence 1 Year Ago,   Lived at the same address 1 year ago,772155
Nova Scotia,Mobility Status - Place of Residence 1 Year Ago,"   Lived within the same province/territory 1 year ago, but changed address",96530
Nova Scotia,Mobility Status - Place of Residence 1 Year Ago,   Lived in a different province/territory or country 1 year ago,19930
Nova Scotia,Mobility Status - Place of Residence 5 Years Ago,Total population 5 years and over,849765
Nova Scotia,Mobility Status - Place of Residence 5 Years Ago,   Lived at the same address 5 years ago,543440
Nova Scotia,Mobility Status - Place of Residence 5 Years Ago,"   Lived within the same province/territory 5 years ago, but changed address",244020
Nova Scotia,Mobility Status - Place of Residence 5 Years Ago,   Lived in a different province/territory or country 5 years ago,62305
Nova Scotia,Immigration Characteristics,Total - All persons,897570
Nova Scotia,Immigration Characteristics,   Canadian-born population,853655
Nova Scotia,Immigration Characteristics,   Foreign-born population,41320
Nova Scotia,Immigration Characteristics,      Immigrated before 1991,31030
Nova Scotia,Immigration Characteristics,      Immigrated between 1991 and 2001,10285
Nova Scotia,Immigration Characteristics,   Non-permanent residents,2595
Nova Scotia,Aboriginal Population,Total - All persons,897570
Nova Scotia,Aboriginal Population,   Aboriginal identity population,17010
Nova Scotia,Aboriginal Population,   Non-Aboriginal population,880555
Nova Scotia,Visible Minority Status,Total population by visible minority groups,897570
Nova Scotia,Visible Minority Status,   Visible minority population,34525
Nova Scotia,Visible Minority Status,      Chinese,3285
Nova Scotia,Visible Minority Status,      South Asian,2895
Nova Scotia,Visible Minority Status,      Black,19670
Nova Scotia,Visible Minority Status,      Filipino,655
Nova Scotia,Visible Minority Status,      Latin American,520
Nova Scotia,Visible Minority Status,      Southeast Asian,795
Nova Scotia,Visible Minority Status,      Arab,3610
Nova Scotia,Visible Minority Status,      West Asian,385
Nova Scotia,Visible Minority Status,      Korean,585
Nova Scotia,Visible Minority Status,      Japanese,420
Nova Scotia,Visible Minority Status,"      Visible minority, n.i.e",1165
Nova Scotia,Visible Minority Status,      Multiple visible minorities,535
Nova Scotia,Visible Minority Status,   All others,863045
Nova Scotia,Religion,Total - Religion,897570
Nova Scotia,Religion,   Catholic,328695
Nova Scotia,Religion,   Protestant,438155
Nova Scotia,Religion,   Christian Orthodox,3580
Nova Scotia,Religion,"   Christian, n.i.e.",10100
Nova Scotia,Religion,   Muslim,3545
Nova Scotia,Religion,   Jewish,2120
Nova Scotia,Religion,   Buddhist,1735
Nova Scotia,Religion,   Hindu,1235
Nova Scotia,Religion,   Sikh,270
Nova Scotia,Religion,   Eastern religions,565
Nova Scotia,Religion,   Other religions,1155
Nova Scotia,Religion,   No religious affiliation,106405
Nova Scotia,School Attendance,Total population 15 years and over attending school full time,82685
Nova Scotia,School Attendance,   Age group 15-19 attending full time,46965
Nova Scotia,School Attendance,   Age group 20-24 attending full time,22375
Nova Scotia,School Attendance,Total population 15 years and over attending school part time,21195
Nova Scotia,School Attendance,   Age group 15-19 attending part time,1070
Nova Scotia,School Attendance,   Age group 20-24 attending part time,3165
Nova Scotia,Highest Level of Schooling,Total population aged 20-34,170615
Nova Scotia,Highest Level of Schooling,   % of the population aged 20-34 with less than a high school graduation certificate,16.1
Nova Scotia,Highest Level of Schooling,   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary,28.3
Nova Scotia,Highest Level of Schooling,   % of the population aged 20-34 with a trades certificate or diploma,13.9
Nova Scotia,Highest Level of Schooling,   % of the population aged 20-34 with a college certificate or diploma,18.9
Nova Scotia,Highest Level of Schooling,"   % of the population aged 20-34 with a university certificate, diploma or degree",22.8
Nova Scotia,Highest Level of Schooling,Total population aged 35-44,151650
Nova Scotia,Highest Level of Schooling,   % of the population aged 35-44 with less than a high school graduation certificate,23
Nova Scotia,Highest Level of Schooling,   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary,19.1
Nova Scotia,Highest Level of Schooling,   % of the population aged 35-44 with a trades certificate or diploma,18.9
Nova Scotia,Highest Level of Schooling,   % of the population aged 35-44 with a college certificate or diploma,19.4
Nova Scotia,Highest Level of Schooling,"   % of the population aged 35-44 with a university certificate, diploma or degree",19.6
Nova Scotia,Highest Level of Schooling,Total population aged 45-64,229300
Nova Scotia,Highest Level of Schooling,   % of the population aged 45-64 with less than a high school graduation certificate,33.7
Nova Scotia,Highest Level of Schooling,   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary,16
Nova Scotia,Highest Level of Schooling,   % of the population aged 45-64 with a trades certificate or diploma,17
Nova Scotia,Highest Level of Schooling,   % of the population aged 45-64 with a college certificate or diploma,15.2
Nova Scotia,Highest Level of Schooling,"   % of the population aged 45-64 with a university certificate, diploma or degree",18.1
Nova Scotia,Earnings in 2000, All persons with earnings (counts),468830
Nova Scotia,Earnings in 2000, Average earnings (all persons with earnings ($)),26632
Nova Scotia,Earnings in 2000," Worked full year, full time (counts)",234950
Nova Scotia,Earnings in 2000," Average earnings (worked full year, full time ($))",37872
Nova Scotia,Income in 2000,Persons 15 years of age and over with income,691585
Nova Scotia,Income in 2000,Median total income of persons 15 years of age and over ($),18735
Nova Scotia,Income in 2000,Composition of total income (100%),100
Nova Scotia,Income in 2000,   Earnings - % of income,71.4
Nova Scotia,Income in 2000,   Government transfers - % of income,16.1
Nova Scotia,Income in 2000,   Other money - % of income,12.5
Nova Scotia,Language Used Most Often at Work,Total - Population 15 years and over who worked since 2000,485595
Nova Scotia,Language Used Most Often at Work,   English,473965
Nova Scotia,Language Used Most Often at Work,   French,7355
Nova Scotia,Language Used Most Often at Work,   Non-official language,1545
Nova Scotia,Language Used Most Often at Work,   English and French,2090
Nova Scotia,Language Used Most Often at Work,   English and non-official language,595
Nova Scotia,Language Used Most Often at Work,   French and non-official language,10
Nova Scotia,Language Used Most Often at Work,"   English, French and non-official language",35
Nova Scotia,Place of Work Status,Employed labour force 15 years and over,402290
Nova Scotia,Place of Work Status,   Worked at home,26990
Nova Scotia,Place of Work Status,   Worked outside Canada,2265
Nova Scotia,Place of Work Status,   No fixed workplace address,40765
Nova Scotia,Place of Work Status,   Worked at usual place,332280
Nova Scotia,Mode of Transportation to Work,Total -All modes,373045
Nova Scotia,Mode of Transportation to Work,"   Car, truck, van, as driver",280365
Nova Scotia,Mode of Transportation to Work,"   Car, truck, van, as passenger",35870
Nova Scotia,Mode of Transportation to Work,   Public transit,18020
Nova Scotia,Mode of Transportation to Work,   Walked or bicycled,33130
Nova Scotia,Mode of Transportation to Work,   Other method,5665
Nova Scotia,Unpaid Work, Persons reporting hours of unpaid work,659480
Nova Scotia,Unpaid Work, Persons reporting hours of unpaid housework,650310
Nova Scotia,Unpaid Work," Persons reporting hours looking after children, without pay",268755
Nova Scotia,Unpaid Work, Persons reporting hours of unpaid care or assistance to seniors,135240
Nova Scotia,Labour Force Indicators, Participation rate,61.6
Nova Scotia,Labour Force Indicators, Employment rate,54.9
Nova Scotia,Labour Force Indicators, Unemployment rate,10.9
Nova Scotia,Industry,Total - Experienced labour force,442425
Nova Scotia,Industry,   Agriculture and other resource-based industries,29000
Nova Scotia,Industry,   Manufacturing and construction industries,70955
Nova Scotia,Industry,   Wholesale and retail trade,71085
Nova Scotia,Industry,   Finance and real estate,20620
Nova Scotia,Industry,   Health and education,80700
Nova Scotia,Industry,   Business services,70270
Nova Scotia,Industry,   Other services,99790
Nova Scotia,Occupation,Total - Experienced labour force,442420
Nova Scotia,Occupation,   Management occupations,42305
Nova Scotia,Occupation,"   Business, finance and administration occupations",70735
Nova Scotia,Occupation,   Natural and applied sciences and related occupations,22580
Nova Scotia,Occupation,   Health occupations,26850
Nova Scotia,Occupation,"   Social science, education, government service and religion",33375
Nova Scotia,Occupation,"   Art, culture, recreation and sport",11125
Nova Scotia,Occupation,   Sales and service occupations,120290
Nova Scotia,Occupation,"   Trades, transport and equipment operators and related occupations",66100
Nova Scotia,Occupation,   Occupations unique to primary industry,24825
Nova Scotia,Occupation,"   Occupations unique to processing, manufacturing and utilities",24240
Nova Scotia,Selected Family Characteristics,Total number of families,262905
Nova Scotia,Selected Family Characteristics,   Number of married-couple families,188805
Nova Scotia,Selected Family Characteristics,   Average number of persons in married-couple families,3
Nova Scotia,Selected Family Characteristics,   Number of common-law couple families,29965
Nova Scotia,Selected Family Characteristics,   Average number of persons in common-law-couple families,2.7
Nova Scotia,Selected Family Characteristics,   Number of lone-parent families,44135
Nova Scotia,Selected Family Characteristics,   Average number of persons in lone-parent families,2.5
Nova Scotia,Selected Family Characteristics,   Number of female lone-parent families,36695
Nova Scotia,Selected Family Characteristics,   Average number of persons in female lone-parent families,2.5
Nova Scotia,Selected Family Characteristics,   Number of male lone-parent families,7440
Nova Scotia,Selected Family Characteristics,   Average number of persons in male lone-parent families,2.4
Nova Scotia,Selected Family Characteristics,"Median family income, 2000 ($) - All census families",46523
Nova Scotia,Selected Family Characteristics,"   Median family income, 2000 ($) - Couple families",51641
Nova Scotia,Selected Family Characteristics,"   Median family income, 2000 ($) - Lone-parent families",23021
Nova Scotia,Selected Household Characteristics,Total - All private households,360020
Nova Scotia,Selected Household Characteristics,   Households containing a couple (married or common-law) with children,104465
Nova Scotia,Selected Household Characteristics,   Households containing a couple (married or common-law) without children,109070
Nova Scotia,Selected Household Characteristics,   One-person households,89005
Nova Scotia,Selected Household Characteristics,   Other household types,57485
Nova Scotia,Selected Household Characteristics,"Median household income, 2000 ($) - All households",39908
Nova Scotia,Selected Household Characteristics,"   Median household income, 2000 ($) - One-person households",17882
Nova Scotia,Selected Household Characteristics,"   Median household income, 2000 ($) - Two-or-more-persons households",48042
Nova Scotia,Selected Household Characteristics,Number of rented dwellings,103305
Nova Scotia,Selected Household Characteristics,   Average gross monthly payments for rented dwellings ($),590
Nova Scotia,Selected Household Characteristics,Number of owner-occupied dwellings,252150
Nova Scotia,Selected Household Characteristics,   Average monthly payments for owner-occupied dwellings ($),633
Nova Scotia,Selected Occupied Private Dwelling Characteristics,Total number of dwellings,360020
Nova Scotia,Selected Occupied Private Dwelling Characteristics,   Number of owned dwellings,254720
Nova Scotia,Selected Occupied Private Dwelling Characteristics,   Number of rented dwellings,103655
Nova Scotia,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed before 1991,311370
Nova Scotia,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed between 1991 and 2001,48650
Nova Scotia,Selected Occupied Private Dwelling Characteristics,   Average value of dwelling ($),101515
Nova Scotia,Health Status,"Self-rated health, 2005",57.7
Nova Scotia,Health Status,   Low 95% confidence interval,55.8
Nova Scotia,Health Status,   High 95% confidence interval,59.6
Nova Scotia,Health Status,"Adult obesity, 2005",20.7
Nova Scotia,Health Status,   Low 95% confidence interval,19.1
Nova Scotia,Health Status,   High 95% confidence interval,22.3
Nova Scotia,Health Status,"Self-rated mental health, 2005",70.9
Nova Scotia,Health Status,   Low 95% confidence interval,69.2
Nova Scotia,Health Status,   High 95% confidence interval,72.6
Nova Scotia,Determinants of health,"Current smoker, 2005",22.6
Nova Scotia,Determinants of health,   Low 95% confidence interval,21
Nova Scotia,Determinants of health,   High 95% confidence interval,24.3
Nova Scotia,Determinants of health,"Physical activity, 2005",48
Nova Scotia,Determinants of health,   Low 95% confidence interval,46.2
Nova Scotia,Determinants of health,   High 95% confidence interval,49.7
Nova Scotia,Determinants of health,"Life stress, 2005",20.9
Nova Scotia,Determinants of health,   Low 95% confidence interval,19.2
Nova Scotia,Determinants of health,   High 95% confidence interval,22.6
Nova Scotia,Determinants of health,"Sense of community belonging, 2005",70.5
Nova Scotia,Determinants of health,   Low 95% confidence interval,68.8
Nova Scotia,Determinants of health,   High 95% confidence interval,72.2
Nova Scotia,Health system,"Mammography, 2005",
Nova Scotia,Health system,   Low 95% confidence interval,
Nova Scotia,Health system,   High 95% confidence interval,
Nova Scotia,Health system,"Influenza immunization, 2005",37.4
Nova Scotia,Health system,   Low 95% confidence interval,35.6
Nova Scotia,Health system,   High 95% confidence interval,39.2
Nova Scotia,Health system,"Has a regular medical doctor, 2005",94.6
Nova Scotia,Health system,   Low 95% confidence interval,93.8
Nova Scotia,Health system,   High 95% confidence interval,95.3
New Brunswick,Population and Dwelling Counts,Population in 2001,729498
New Brunswick,Population and Dwelling Counts, Population in 1996,738133
New Brunswick,Population and Dwelling Counts, 1996 to 2001 population change (%),-1.2
New Brunswick,Population and Dwelling Counts, Total private dwellings,313609
New Brunswick,Population and Dwelling Counts, Population density per square kilometre,10.2
New Brunswick,Population and Dwelling Counts, Land area (square km),71355.67
New Brunswick,Age Characteristics of the Population,Total - All persons,729495
New Brunswick,Age Characteristics of the Population,   Age 0-4,37690
New Brunswick,Age Characteristics of the Population,   Age 5-14,92410
New Brunswick,Age Characteristics of the Population,   Age 15-19,50670
New Brunswick,Age Characteristics of the Population,   Age 20-24,46765
New Brunswick,Age Characteristics of the Population,   Age 25-44,216975
New Brunswick,Age Characteristics of the Population,   Age 45-54,113155
New Brunswick,Age Characteristics of the Population,   Age 55-64,72910
New Brunswick,Age Characteristics of the Population,   Age 65-74,52025
New Brunswick,Age Characteristics of the Population,   Age 75-84,35085
New Brunswick,Age Characteristics of the Population,   Age 85 and over,11825
New Brunswick,Age Characteristics of the Population, Median age of the population,38.6
New Brunswick,Age Characteristics of the Population, % of the population ages 15 and over,82.2
New Brunswick,Common-law Status,Total - Population 15 years and over,599400
New Brunswick,Common-law Status,   Not in a common-law relationship,545000
New Brunswick,Common-law Status,   In a common-law relationship,54400
New Brunswick,Legal Marital Status,Total - Population 15 years and over,599400
New Brunswick,Legal Marital Status,   Single,189530
New Brunswick,Legal Marital Status,   Married,308550
New Brunswick,Legal Marital Status,   Separated,22335
New Brunswick,Legal Marital Status,   Divorced,37070
New Brunswick,Legal Marital Status,   Widowed,41910
New Brunswick,Language(s) First Learned and Still Understood,Total - All persons,719710
New Brunswick,Language(s) First Learned and Still Understood,   English only,465170
New Brunswick,Language(s) First Learned and Still Understood,   French only,236665
New Brunswick,Language(s) First Learned and Still Understood,   Both English and French,5255
New Brunswick,Language(s) First Learned and Still Understood,   Other languages,12620
New Brunswick,Mobility Status - Place of Residence 1 Year Ago,Total population 1 year and over,712510
New Brunswick,Mobility Status - Place of Residence 1 Year Ago,   Lived at the same address 1 year ago,624550
New Brunswick,Mobility Status - Place of Residence 1 Year Ago,"   Lived within the same province/territory 1 year ago, but changed address",74590
New Brunswick,Mobility Status - Place of Residence 1 Year Ago,   Lived in a different province/territory or country 1 year ago,13370
New Brunswick,Mobility Status - Place of Residence 5 Years Ago,Total population 5 years and over,681775
New Brunswick,Mobility Status - Place of Residence 5 Years Ago,   Lived at the same address 5 years ago,458415
New Brunswick,Mobility Status - Place of Residence 5 Years Ago,"   Lived within the same province/territory 5 years ago, but changed address",186425
New Brunswick,Mobility Status - Place of Residence 5 Years Ago,   Lived in a different province/territory or country 5 years ago,36930
New Brunswick,Immigration Characteristics,Total - All persons,719710
New Brunswick,Immigration Characteristics,   Canadian-born population,695560
New Brunswick,Immigration Characteristics,   Foreign-born population,22465
New Brunswick,Immigration Characteristics,      Immigrated before 1991,18070
New Brunswick,Immigration Characteristics,      Immigrated between 1991 and 2001,4400
New Brunswick,Immigration Characteristics,   Non-permanent residents,1685
New Brunswick,Aboriginal Population,Total - All persons,719710
New Brunswick,Aboriginal Population,   Aboriginal identity population,16990
New Brunswick,Aboriginal Population,   Non-Aboriginal population,702720
New Brunswick,Visible Minority Status,Total population by visible minority groups,719710
New Brunswick,Visible Minority Status,   Visible minority population,9425
New Brunswick,Visible Minority Status,      Chinese,1535
New Brunswick,Visible Minority Status,      South Asian,1415
New Brunswick,Visible Minority Status,      Black,3850
New Brunswick,Visible Minority Status,      Filipino,355
New Brunswick,Visible Minority Status,      Latin American,425
New Brunswick,Visible Minority Status,      Southeast Asian,310
New Brunswick,Visible Minority Status,      Arab,580
New Brunswick,Visible Minority Status,      West Asian,185
New Brunswick,Visible Minority Status,      Korean,110
New Brunswick,Visible Minority Status,      Japanese,135
New Brunswick,Visible Minority Status,"      Visible minority, n.i.e",265
New Brunswick,Visible Minority Status,      Multiple visible minorities,275
New Brunswick,Visible Minority Status,   All others,710285
New Brunswick,Religion,Total - Religion,719710
New Brunswick,Religion,   Catholic,386045
New Brunswick,Religion,   Protestant,263070
New Brunswick,Religion,   Christian Orthodox,635
New Brunswick,Religion,"   Christian, n.i.e.",8115
New Brunswick,Religion,   Muslim,1270
New Brunswick,Religion,   Jewish,670
New Brunswick,Religion,   Buddhist,550
New Brunswick,Religion,   Hindu,470
New Brunswick,Religion,   Sikh,90
New Brunswick,Religion,   Eastern religions,330
New Brunswick,Religion,   Other religions,790
New Brunswick,Religion,   No religious affiliation,57665
New Brunswick,School Attendance,Total population 15 years and over attending school full time,62110
New Brunswick,School Attendance,   Age group 15-19 attending full time,36535
New Brunswick,School Attendance,   Age group 20-24 attending full time,16375
New Brunswick,School Attendance,Total population 15 years and over attending school part time,14495
New Brunswick,School Attendance,   Age group 15-19 attending part time,990
New Brunswick,School Attendance,   Age group 20-24 attending part time,2375
New Brunswick,Highest Level of Schooling,Total population aged 20-34,140720
New Brunswick,Highest Level of Schooling,   % of the population aged 20-34 with less than a high school graduation certificate,17
New Brunswick,Highest Level of Schooling,   % of the population aged 20-34 with a high school graduation certificate and/or some postsecondary,34.4
New Brunswick,Highest Level of Schooling,   % of the population aged 20-34 with a trades certificate or diploma,11.1
New Brunswick,Highest Level of Schooling,   % of the population aged 20-34 with a college certificate or diploma,19.5
New Brunswick,Highest Level of Schooling,"   % of the population aged 20-34 with a university certificate, diploma or degree",18
New Brunswick,Highest Level of Schooling,Total population aged 35-44,121350
New Brunswick,Highest Level of Schooling,   % of the population aged 35-44 with less than a high school graduation certificate,26
New Brunswick,Highest Level of Schooling,   % of the population aged 35-44 with a high school graduation certificate and/or some postsecondary,27.5
New Brunswick,Highest Level of Schooling,   % of the population aged 35-44 with a trades certificate or diploma,13.8
New Brunswick,Highest Level of Schooling,   % of the population aged 35-44 with a college certificate or diploma,18
New Brunswick,Highest Level of Schooling,"   % of the population aged 35-44 with a university certificate, diploma or degree",14.7
New Brunswick,Highest Level of Schooling,Total population aged 45-64,184250
New Brunswick,Highest Level of Schooling,   % of the population aged 45-64 with less than a high school graduation certificate,37.2
New Brunswick,Highest Level of Schooling,   % of the population aged 45-64 with a high school graduation certificate and/or some postsecondary,20.1
New Brunswick,Highest Level of Schooling,   % of the population aged 45-64 with a trades certificate or diploma,14.3
New Brunswick,Highest Level of Schooling,   % of the population aged 45-64 with a college certificate or diploma,13.5
New Brunswick,Highest Level of Schooling,"   % of the population aged 45-64 with a university certificate, diploma or degree",15
New Brunswick,Earnings in 2000, All persons with earnings (counts),388850
New Brunswick,Earnings in 2000, Average earnings (all persons with earnings ($)),24971
New Brunswick,Earnings in 2000," Worked full year, full time (counts)",187875
New Brunswick,Earnings in 2000," Average earnings (worked full year, full time ($))",36094
New Brunswick,Income in 2000,Persons 15 years of age and over with income,559460
New Brunswick,Income in 2000,Median total income of persons 15 years of age and over ($),18257
New Brunswick,Income in 2000,Composition of total income (100%),100
New Brunswick,Income in 2000,   Earnings - % of income,72
New Brunswick,Income in 2000,   Government transfers - % of income,17.3
New Brunswick,Income in 2000,   Other money - % of income,10.7
New Brunswick,Language Used Most Often at Work,Total - Population 15 years and over who worked since 2000,404255
New Brunswick,Language Used Most Often at Work,   English,292510
New Brunswick,Language Used Most Often at Work,   French,94190
New Brunswick,Language Used Most Often at Work,   Non-official language,815
New Brunswick,Language Used Most Often at Work,   English and French,16425
New Brunswick,Language Used Most Often at Work,   English and non-official language,265
New Brunswick,Language Used Most Often at Work,   French and non-official language,15
New Brunswick,Language Used Most Often at Work,"   English, French and non-official language",45
New Brunswick,Place of Work Status,Employed labour force 15 years and over,325330
New Brunswick,Place of Work Status,   Worked at home,20220
New Brunswick,Place of Work Status,   Worked outside Canada,1520
New Brunswick,Place of Work Status,   No fixed workplace address,30050
New Brunswick,Place of Work Status,   Worked at usual place,273545
New Brunswick,Mode of Transportation to Work,Total -All modes,303595
New Brunswick,Mode of Transportation to Work,"   Car, truck, van, as driver",241575
New Brunswick,Mode of Transportation to Work,"   Car, truck, van, as passenger",30145
New Brunswick,Mode of Transportation to Work,   Public transit,5315
New Brunswick,Mode of Transportation to Work,   Walked or bicycled,21655
New Brunswick,Mode of Transportation to Work,   Other method,4905
New Brunswick,Unpaid Work, Persons reporting hours of unpaid work,530115
New Brunswick,Unpaid Work, Persons reporting hours of unpaid housework,522535
New Brunswick,Unpaid Work," Persons reporting hours looking after children, without pay",221815
New Brunswick,Unpaid Work, Persons reporting hours of unpaid care or assistance to seniors,113825
New Brunswick,Labour Force Indicators, Participation rate,63.1
New Brunswick,Labour Force Indicators, Employment rate,55.2
New Brunswick,Labour Force Indicators, Unemployment rate,12.5
New Brunswick,Industry,Total - Experienced labour force,365040
New Brunswick,Industry,   Agriculture and other resource-based industries,27415
New Brunswick,Industry,   Manufacturing and construction industries,69185
New Brunswick,Industry,   Wholesale and retail trade,53625
New Brunswick,Industry,   Finance and real estate,14800
New Brunswick,Industry,   Health and education,64415
New Brunswick,Industry,   Business services,57435
New Brunswick,Industry,   Other services,78170
New Brunswick,Occupation,Total - Experienced labour force,365040
New Brunswick,Occupation,   Management occupations,30770
New Brunswick,Occupation,"   Business, finance and administration occupations",60860
New Brunswick,Occupation,   Natural and applied sciences and related occupations,17965
New Brunswick,Occupation,   Health occupations,20185
New Brunswick,Occupation,"   Social science, education, government service and religion",24560
New Brunswick,Occupation,"   Art, culture, recreation and sport",6865
New Brunswick,Occupation,   Sales and service occupations,95795
New Brunswick,Occupation,"   Trades, transport and equipment operators and related occupations",61300
New Brunswick,Occupation,   Occupations unique to primary industry,20845
New Brunswick,Occupation,"   Occupations unique to processing, manufacturing and utilities",25890
New Brunswick,Selected Family Characteristics,Total number of families,215100
New Brunswick,Selected Family Characteristics,   Number of married-couple families,152760
New Brunswick,Selected Family Characteristics,   Average number of persons in married-couple families,3
New Brunswick,Selected Family Characteristics,   Number of common-law couple families,27730
New Brunswick,Selected Family Characteristics,   Average number of persons in common-law-couple families,2.8
New Brunswick,Selected Family Characteristics,   Number of lone-parent families,34610
New Brunswick,Selected Family Characteristics,   Average number of persons in lone-parent families,2.4
New Brunswick,Selected Family Characteristics,   Number of female lone-parent families,28075
New Brunswick,Selected Family Characteristics,   Average number of persons in female lone-parent families,2.4
New Brunswick,Selected Family Characteristics,   Number of male lone-parent families,6535
New Brunswick,Selected Family Characteristics,   Average number of persons in male lone-parent families,2.3
New Brunswick,Selected Family Characteristics,"Median family income, 2000 ($) - All census families",45558
New Brunswick,Selected Family Characteristics,"   Median family income, 2000 ($) - Couple families",49973
New Brunswick,Selected Family Characteristics,"   Median family income, 2000 ($) - Lone-parent families",23260
New Brunswick,Selected Household Characteristics,Total - All private households,283820
New Brunswick,Selected Household Characteristics,   Households containing a couple (married or common-law) with children,88130
New Brunswick,Selected Household Characteristics,   Households containing a couple (married or common-law) without children,87380
New Brunswick,Selected Household Characteristics,   One-person households,63585
New Brunswick,Selected Household Characteristics,   Other household types,44730
New Brunswick,Selected Household Characteristics,"Median household income, 2000 ($) - All households",39951
New Brunswick,Selected Household Characteristics,"   Median household income, 2000 ($) - One-person households",17599
New Brunswick,Selected Household Characteristics,"   Median household income, 2000 ($) - Two-or-more-persons households",47051
New Brunswick,Selected Household Characteristics,Number of rented dwellings,70690
New Brunswick,Selected Household Characteristics,   Average gross monthly payments for rented dwellings ($),507
New Brunswick,Selected Household Characteristics,Number of owner-occupied dwellings,209020
New Brunswick,Selected Household Characteristics,   Average monthly payments for owner-occupied dwellings ($),583
New Brunswick,Selected Occupied Private Dwelling Characteristics,Total number of dwellings,283820
New Brunswick,Selected Occupied Private Dwelling Characteristics,   Number of owned dwellings,211410
New Brunswick,Selected Occupied Private Dwelling Characteristics,   Number of rented dwellings,71080
New Brunswick,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed before 1991,243085
New Brunswick,Selected Occupied Private Dwelling Characteristics,   Number of dwellings constructed between 1991 and 2001,40740
New Brunswick,Selected Occupied Private Dwelling Characteristics,   Average value of dwelling ($),86538
New Brunswick,Health Status,"Self-rated health, 2005",54.4
New Brunswick,Health Status,   Low 95% confidence interval,52.6
New Brunswick,Health Status,   High 95% confidence interval,56.1
New Brunswick,Health Status,"Adult obesity, 2005",22.5
New Brunswick,Health Status,   Low 95% confidence interval,20.8
New Brunswick,Health Status,   High 95% confidence interval,24.2
New Brunswick,Health Status,"Self-rated mental health, 2005",68.4
New Brunswick,Health Status,   Low 95% confidence interval,66.7
New Brunswick,Health Status,   High 95% confidence interval,70.1
New Brunswick,Determinants of health,"Current smoker, 2005",22.5
New Brunswick,Determinants of health,   Low 95% confidence interval,21
New Brunswick,Determinants of health,   High 95% confidence interval,24
New Brunswick,Determinants of health,"Physical activity, 2005",45.6
New Brunswick,Determinants of health,   Low 95% confidence interval,43.9
New Brunswick,Determinants of health,   High 95% confidence interval,47.4
New Brunswick,Determinants of health,"Life stress, 2005",20
New Brunswick,Determinants of health,   Low 95% confidence interval,18.4
New Brunswick,Determinants of health,   High 95% confidence interval,21.6
New Brunswick,Determinants of health,"Sense of community belonging, 2005",71.4
New Brunswick,Determinants of health,   Low 95% confidence interval,69.8
New Brunswick,Determinants of health,   High 95% confidence interval,73
New Brunswick,Health system,"Mammography, 2005",
New Brunswick,Health system,   Low 95% confidence interval,
New Brunswick,Health system,   High 95% confidence interval,
New Brunswick,Health system,"Influenza immunization, 2005",27.3
New Brunswick,Health system,   Low 95% confidence interval,25.8
New Brunswick,Health system,   High 95% confidence interval,28.7
New Brunswick,Health system,"Has a regular medical doctor, 2005",93.3
New Brunswick,Health system,   Low 95% confidence interval,92.4
New Brunswick,Health system,   High 95% confidence interval,94.2
Québec,Population and Dwelling Counts,Population in 2001,7237479
Québec,Population and Dwelling Counts, Population in 1996,7138795
Québec,Population and Dwelling Counts, 1996 to 2001 population change (%),1.4
Québec,Population and Dwelling Counts, Total private dwellings,3230196
Québec,Population and Dwelling Counts, Population density per square kilometre,5.3
Québec,Population and Dwelling Counts, Land area (square km),1357743.08
Québec,Age Characteristics of the Population,Total - All persons,7237480
Québec,Age Characteristics of the Population,   Age 0-4,375765
Québec,Age Characteristics of the Population,   Age 5-14,915810
Québec,Age Characteristics of the Population,   Age 15-19,462070
Québec,Age Characteristics of the Population,   Age 20-24,487405
Québec,Age Characteristics of the Population,   Age 25-44,2165760
Québec,Age Characteristics of the Population,   Age 45-54,1109945
Québec,Age Characteristics of the Population,   Age 55-64,760905
Québec,Age Characteristics of the Population,   Age 65-74,547185
Québec,Age Characteristics of the Population,   Age 75-84,318180
Québec,Age Characteristics of the Population,   Age 85 and over,94450
Québec,Age Characteristics of the Population, Median age of the population,38.8
Québec,Age Characteristics of the Population, % of the population ages 15 and over,82.2
Québec,Common-law Status,Total - Population 15 years and over,5945900
Québec,Common-law Status,   Not in a common-law relationship,4933975
Québec,Common-law Status,   In a common-law relationship,1011925
Québec,Legal Marital Status,Total - Population 15 years and over,5945900
Québec,Legal Marital Status,   Single,2421290
