GEO_NAME,CHARACTERISTIC_NAME,Total
Prince Edward Island,      Dravidian languages,730
Prince Edward Island,        Kannada,30
Prince Edward Island,        Malayalam,600
Prince Edward Island,        Tamil,140
Prince Edward Island,        Telugu,65
Prince Edward Island,        Tulu,0
Prince Edward Island,"        Dravidian languages, n.i.e.",0
Prince Edward Island,      Georgian,0
Prince Edward Island,      Hmong-Mien languages,0
Prince Edward Island,      Indo-European languages,7735
Prince Edward Island,        Albanian,230
Prince Edward Island,        Armenian,0
Prince Edward Island,        Balto-Slavic languages,675
Prince Edward Island,        Baltic languages,10
Prince Edward Island,            Latvian,10
Prince Edward Island,            Lithuanian,0
Prince Edward Island,          Slavic languages,665
Prince Edward Island,            Belarusian,0
Prince Edward Island,            Bulgarian,50
Prince Edward Island,            Czech,70
Prince Edward Island,            Macedonian,0
Prince Edward Island,            Polish,130
Prince Edward Island,            Russian,325
Prince Edward Island,            Rusyn,0
Prince Edward Island,            Serbo-Croatian,90
Prince Edward Island,              Bosnian,45
Prince Edward Island,              Croatian,55
Prince Edward Island,              Serbian,20
Prince Edward Island,"              Serbo-Croatian, n.i.e.",0
Prince Edward Island,            Slovak,10
Prince Edward Island,            Slovene (Slovenian),15
Prince Edward Island,            Ukrainian,90
Prince Edward Island,"            Slavic languages, n.i.e.",0
Prince Edward Island,        Celtic languages,55
Prince Edward Island,          Irish,10
Prince Edward Island,          Scottish Gaelic,25
Prince Edward Island,          Welsh,15
Prince Edward Island,"          Celtic languages, n.i.e.",0
Prince Edward Island,        Germanic languages,1755
Prince Edward Island,          Frisian,30
Prince Edward Island,          High German languages,1060
Prince Edward Island,            German,1040
Prince Edward Island,            Pennsylvania German,0
Prince Edward Island,            Swiss German,35
Prince Edward Island,            Yiddish,10
Prince Edward Island,          Low Saxon-Low Franconian languages,675
Prince Edward Island,            Afrikaans,115
Prince Edward Island,            Dutch,550
Prince Edward Island,"            Low German, n.o.s.",0
Prince Edward Island,            Low Saxon,0
Prince Edward Island,            Plautdietsch,0
Prince Edward Island,            Vlaams (Flemish),25
Prince Edward Island,          Scandinavian languages,90
Prince Edward Island,            Danish,50
Prince Edward Island,            Icelandic,0
Prince Edward Island,            Norwegian,10
Prince Edward Island,            Swedish,30
Prince Edward Island,"          Germanic languages, n.i.e.",0
Prince Edward Island,        Greek,60
Prince Edward Island,        Indo-Iranian languages,3275
Prince Edward Island,          Indo-Aryan languages,2985
Prince Edward Island,            Assamese,0
Prince Edward Island,            Bengali,190
Prince Edward Island,            Gujarati,325
Prince Edward Island,            Hindi,1660
Prince Edward Island,            Kacchi,10
Prince Edward Island,            Kashmiri,0
Prince Edward Island,            Konkani,0
Prince Edward Island,            Marathi,35
Prince Edward Island,            Nepali,165
Prince Edward Island,            Oriya languages,0
Prince Edward Island,              Odia,0
Prince Edward Island,"              Oriya, n.o.s.",0
Prince Edward Island,            Punjabi (Panjabi),1550
Prince Edward Island,            Rohingya,0
Prince Edward Island,            Sindhi,10
Prince Edward Island,            Sinhala (Sinhalese),80
Prince Edward Island,            Urdu,180
Prince Edward Island,"            Indo-Aryan languages, n.i.e.",70
Prince Edward Island,          Iranian languages,285
Prince Edward Island,            Baluchi,0
Prince Edward Island,            Kurdish,0
Prince Edward Island,            Parsi,0
Prince Edward Island,            Pashto,0
Prince Edward Island,            Persian languages,285
Prince Edward Island,              Dari,0
Prince Edward Island,              Iranian Persian,250
Prince Edward Island,"              Persian (Farsi), n.o.s.",10
Prince Edward Island,"            Iranian languages, n.i.e.",0
Prince Edward Island,"          Indo-Iranian languages, n.i.e.",0
Prince Edward Island,        Italic (Romance) languages,1950
Prince Edward Island,          Catalan,0
Prince Edward Island,          Italian,245
Prince Edward Island,          Portuguese,340
Prince Edward Island,          Romanian,60
Prince Edward Island,          Spanish,1425
Prince Edward Island,"          Italic (Romance) languages, n.i.e.",10
Prince Edward Island,"        Indo-European languages, n.i.e.",25
Prince Edward Island,      Japanese,310
Prince Edward Island,      Korean,100
Prince Edward Island,      Mongolian,0
Prince Edward Island,      Niger-Congo languages,320
Prince Edward Island,        Akan (Twi),20
Prince Edward Island,        Bamanankan,0
Prince Edward Island,        Edo,10
Prince Edward Island,        3w3,0
Prince Edward Island,"        Fulah (Pular, Pulaar, Fulfulde)",0
Prince Edward Island,        Ga,0
Prince Edward Island,        Ganda,0
Prince Edward Island,        Gikuyu,0
Prince Edward Island,        Igbo,35
Prince Edward Island,        Kinyarwanda (Rwanda),50
Prince Edward Island,        Lingala,30
Prince Edward Island,        Luba-Kasai,0
Prince Edward Island,        M3or3,0
Prince Edward Island,        Mwani,0
Prince Edward Island,        Ndebele,0
Prince Edward Island,        Rundi (Kirundi),0
Prince Edward Island,        Shona,10
Prince Edward Island,        Soninke,0
Prince Edward Island,        Sotho-Tswana languages,0
Prince Edward Island,        Swahili,45
Prince Edward Island,        Wojenaka,0
Prince Edward Island,        Wolof,0
Prince Edward Island,        Yoruba,90
Prince Edward Island,"        Niger-Congo languages, n.i.e.",25
Prince Edward Island,      Nilo-Saharan languages,0
Prince Edward Island,        Dinka,0
Prince Edward Island,        Nuer,0
Prince Edward Island,"        Nilo-Saharan languages, n.i.e.",0
Prince Edward Island,"        African, n.o.s.",10
Prince Edward Island,      Sign languages,70
Prince Edward Island,        American Sign Language,65
Prince Edward Island,        Quebec Sign Language,0
Prince Edward Island,"        Sign languages, n.i.e.",10
Prince Edward Island,      Sino-Tibetan languages,3275
Prince Edward Island,        Chinese languages,3195
Prince Edward Island,          Hakka,0
Prince Edward Island,          Mandarin,2940
Prince Edward Island,          Min Dong,10
Prince Edward Island,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",75
Prince Edward Island,          Wu (Shanghainese),0
Prince Edward Island,          Yue (Cantonese),445
Prince Edward Island,"          Chinese, n.o.s.",65
Prince Edward Island,"          Chinese languages, n.i.e.",0
Prince Edward Island,        Tibeto-Burman languages,90
Prince Edward Island,          Burmese,30
Prince Edward Island,          Kuki-Chin languages,0
Prince Edward Island,          Karenic languages,55
Prince Edward Island,            S'gaw Karen,55
Prince Edward Island,"            Karenic languages, n.i.e.",0
Prince Edward Island,          Tibetan,0
Prince Edward Island,"          Tibeto-Burman languages, n.i.e.",0
Prince Edward Island,"        Sino-Tibetan languages, n.i.e.",0
Prince Edward Island,      Tai-Kadai languages,15
Prince Edward Island,        Lao,0
Prince Edward Island,        Thai,15
Prince Edward Island,"        Tai-Kadai languages, n.i.e.",0
Prince Edward Island,      Turkic languages,90
Prince Edward Island,        Azerbaijani,20
Prince Edward Island,        Kazakh,0
Prince Edward Island,        Turkish,75
Prince Edward Island,        Uyghur,0
Prince Edward Island,        Uzbek,0
Prince Edward Island,"        Turkic languages, n.i.e.",0
Prince Edward Island,      Uralic languages,105
Prince Edward Island,        Estonian,0
Prince Edward Island,        Finnish,25
Prince Edward Island,        Hungarian,75
Prince Edward Island,"      Other languages, n.i.e.",35
Prince Edward Island,Total - Indigenous identity for the population in private households - 25% sample data,150480
Prince Edward Island,  Indigenous identity,3385
Prince Edward Island,    Single Indigenous responses,3185
Prince Edward Island,      First Nations (North American Indian),2165
Prince Edward Island,      M3tis,845
Prince Edward Island,      Inuk3(Inuit),180
Prince Edward Island,    Multiple Indigenous responses,30
Prince Edward Island,    Indigenous responses not included elsewhere,165
Prince Edward Island,  Non-Indigenous identity,147100
Prince Edward Island,Total - Registered or Treaty Indian status for the population in private households - 25% sample data,150480
Prince Edward Island,  Registered or Treaty Indian,1460
Prince Edward Island,  Not a Registered or Treaty Indian,149020
Prince Edward Island,Total - Private households by tenure - 25% sample data,64570
Prince Edward Island,  Owner,44420
Prince Edward Island,  Renter,19990
Prince Edward Island,"  Dwelling provided by the local government, First Nation or Indian band",165
Prince Edward Island,Total - Occupied private dwellings by condominium status - 25% sample data,64570
Prince Edward Island,  Condominium,1860
Prince Edward Island,  Not condominium,62710
Prince Edward Island,Total - Occupied private dwellings by number of bedrooms - 25% sample data,64570
Prince Edward Island,  No bedrooms,205
Prince Edward Island,  1 bedroom,6035
Prince Edward Island,  2 bedrooms,17730
Prince Edward Island,  3 bedrooms,24505
Prince Edward Island,  4 or more bedrooms,16090
Prince Edward Island,Total - Occupied private dwellings by number of rooms - 25% sample data,64570
Prince Edward Island,  1 to 4 rooms,15865
Prince Edward Island,  5 rooms,10815
Prince Edward Island,  6 rooms,9985
Prince Edward Island,  7 rooms,8705
Prince Edward Island,  8 or more rooms,19200
Prince Edward Island,Average number of rooms per dwelling,6.4
Prince Edward Island,Total - Private households by number of persons per room - 25% sample data,64570
Prince Edward Island,  One person or fewer per room,63890
Prince Edward Island,  More than one person per room,680
Prince Edward Island,Total - Private households by housing suitability - 25% sample data,64570
Prince Edward Island,  Suitable,62550
Prince Edward Island,  Not suitable,2015
Prince Edward Island,Total - Occupied private dwellings by period of construction - 25% sample data,64570
Prince Edward Island,  1960 or before,14795
Prince Edward Island,  1961 to 1980,16450
Prince Edward Island,  1981 to 1990,8110
Prince Edward Island,  1991 to 2000,8100
Prince Edward Island,  2001 to 2005,3870
Prince Edward Island,  2006 to 2010,4360
Prince Edward Island,  2011 to 2015,4100
Prince Edward Island,  2016 to 2021,4790
Prince Edward Island,Total - Occupied private dwellings by dwelling condition - 25% sample data,64570
Prince Edward Island,  Only regular maintenance and minor repairs needed,59995
Prince Edward Island,  Major repairs needed,4575
Prince Edward Island,Total - Private households by number of household maintainers - 25% sample data,64570
Prince Edward Island,  One-maintainer household,32085
Prince Edward Island,  Two-maintainer household,30070
Prince Edward Island,  Three-or-more-maintainer household,2415
Prince Edward Island,Total - Private households by age of primary household maintainers - 25% sample data,64570
Prince Edward Island,  15 to 24 years,2460
Prince Edward Island,  25 to 34 years,8045
Prince Edward Island,  35 to 44 years,9530
Prince Edward Island,  45 to 54 years,10945
Prince Edward Island,  55 to 64 years,13405
Prince Edward Island,  65 to 74 years,12060
Prince Edward Island,  75 to 84 years,6215
Prince Edward Island,  85 years and over,1910
Prince Edward Island,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",63470
Prince Edward Island,  Spending less than 30% of income on shelter costs,53610
Prince Edward Island,  Spending 30% or more of income on shelter costs,9865
Prince Edward Island,    30% to less than 100%,8995
Prince Edward Island,Total - Occupied private dwellings by housing indicators - 25% sample data,64570
Prince Edward Island,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',15305
Prince Edward Island,    Spending 30% or more of income on shelter costs only,8855
Prince Edward Island,    Not suitable only,1690
Prince Edward Island,    Major repairs needed only,3630
Prince Edward Island,    'Spending 30% or more of income on shelter costs' and 'not suitable',190
Prince Edward Island,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',805
Prince Edward Island,    'Not suitable' and 'major repairs needed',125
Prince Edward Island,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',15
Prince Edward Island,  Acceptable housing,49260
Prince Edward Island,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",62605
Prince Edward Island,  In core need,4370
Prince Edward Island,  Not in core need,58235
Prince Edward Island,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",43730
Prince Edward Island,  % of owner households with a mortgage,55.6
Prince Edward Island,  % of owner households spending 30% or more of its income on shelter costs,8.8
Prince Edward Island,  % in core housing need,3.8
Prince Edward Island,  Median monthly shelter costs for owned dwellings ($),860
Prince Edward Island,  Average monthly shelter costs for owned dwellings ($),1031
Prince Edward Island,  Median value of dwellings ($),300000
Prince Edward Island,  Average value of dwellings ($),313200
Prince Edward Island,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",19985
Prince Edward Island,  % of tenant households in subsidized housing,18
Prince Edward Island,  % of tenant households spending 30% or more of its income on shelter costs,30.3
Prince Edward Island,  % in core housing need,14.1
Prince Edward Island,  Median monthly shelter costs for rented dwellings ($),940
Prince Edward Island,  Average monthly shelter costs for rented dwellings ($),996
Prince Edward Island,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",165
Prince Edward Island,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",0
Prince Edward Island,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",226
Prince Edward Island,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",272
Prince Edward Island,Total - Indigenous ancestry for the population in private households - 25% sample data,150480
Prince Edward Island,  Indigenous ancestry (only),1680
Prince Edward Island,    Single Indigenous ancestry (only),1650
Prince Edward Island,      First Nations (North American Indian) single ancestry,1415
Prince Edward Island,      M3tis single ancestry,170
Prince Edward Island,      Inuit single ancestry,70
Prince Edward Island,    Multiple Indigenous ancestries (only),0
Prince Edward Island,      First Nations (North American Indian) and M3tis ancestry only,0
Prince Edward Island,      First Nations (North American Indian) and Inuit ancestry only,0
Prince Edward Island,      M3tis and Inuit ancestry only,0
Prince Edward Island,      First Nations (North American Indian) and M3tis and Inuit ancestry only,0
Prince Edward Island,  Indigenous and non-Indigenous ancestries,3870
Prince Edward Island,    Single Indigenous and non-Indigenous ancestries,3795
Prince Edward Island,      First Nations (North American Indian) and non-Indigenous ancestry only,2990
Prince Edward Island,      M3tis and non-Indigenous ancestry only,660
Prince Edward Island,      Inuit and non-Indigenous ancestry only,145
Prince Edward Island,    Multiple Indigenous and non-Indigenous ancestries,75
Prince Edward Island,      First Nations (North American Indian) and M3tis and non-Indigenous ancestry only,60
Prince Edward Island,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,15
Prince Edward Island,      M3tis and Inuit and non-Indigenous ancestry only,0
Prince Edward Island,      First Nations (North American Indian) and M3tis and Inuit and non-Indigenous ancestry only,0
Prince Edward Island,  Non-Indigenous ancestry only,144930
Prince Edward Island,Total - Citizenship for the population in private households - 25% sample data,150480
Prince Edward Island,  Canadian citizens,138690
Prince Edward Island,    Canadian citizens aged under 18,26690
Prince Edward Island,    Canadian citizens aged 18 and over,112005
Prince Edward Island,  Not Canadian citizens,11795
Prince Edward Island,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,150480
Prince Edward Island,  Non-immigrants,133285
Prince Edward Island,  Immigrants,11765
Prince Edward Island,    Before 1980,2170
Prince Edward Island,    1980 to 1990,720
Prince Edward Island,    1991 to 2000,710
Prince Edward Island,    2001 to 2010,1685
Prince Edward Island,    2011 to 2021,6475
Prince Edward Island,      2011 to 2015,1615
Prince Edward Island,      2016 to 2021,4860
Prince Edward Island,  Non-permanent residents,5430
Prince Edward Island,Total - Age at immigration for the immigrant population in private households - 25% sample data,11765
Prince Edward Island,  Under 5 years,1130
Prince Edward Island,  5 to 14 years,2420
Prince Edward Island,  15 to 24 years,1905
Prince Edward Island,  25 to 44 years,4900
Prince Edward Island,  45 years and over,1405
Prince Edward Island,Total - Place of birth for the immigrant population in private households - 25% sample data,11765
Prince Edward Island,  Americas,1830
Prince Edward Island,    Brazil,85
Prince Edward Island,    Colombia,40
Prince Edward Island,    El Salvador,40
Prince Edward Island,    Guyana,15
Prince Edward Island,    Haiti,10
Prince Edward Island,    Jamaica,130
Prince Edward Island,    Mexico,50
Prince Edward Island,    Peru,15
Prince Edward Island,    Trinidad and Tobago,25
Prince Edward Island,    United States of America,1170
Prince Edward Island,    Other places of birth in Americas,260
Prince Edward Island,  Europe,3275
Prince Edward Island,    Bosnia and Herzegovina,55
Prince Edward Island,    Croatia,20
Prince Edward Island,    France,110
Prince Edward Island,    Germany,185
Prince Edward Island,    Greece,10
Prince Edward Island,    Hungary,45
Prince Edward Island,    Italy,75
Prince Edward Island,    Netherlands,430
Prince Edward Island,    Poland,100
Prince Edward Island,    Portugal,80
Prince Edward Island,    Romania,35
Prince Edward Island,    Russian Federation,105
Prince Edward Island,    Serbia,10
Prince Edward Island,    Ukraine,75
Prince Edward Island,    United Kingdom,1385
Prince Edward Island,    Other places of birth in Europe,575
Prince Edward Island,  Africa,625
Prince Edward Island,    Algeria,0
Prince Edward Island,"    Congo, Democratic Republic of the",15
Prince Edward Island,    Egypt,55
Prince Edward Island,    Eritrea,0
Prince Edward Island,    Ethiopia,10
Prince Edward Island,    Morocco,60
Prince Edward Island,    Nigeria,110
Prince Edward Island,    Somalia,25
Prince Edward Island,"    South Africa, Republic of",120
Prince Edward Island,    Other places of birth in Africa,220
Prince Edward Island,  Asia,5965
Prince Edward Island,    Afghanistan,0
Prince Edward Island,    Iran,185
Prince Edward Island,    Iraq,55
Prince Edward Island,    Lebanon,140
Prince Edward Island,    Syria,400
Prince Edward Island,    Turkey,25
Prince Edward Island,    China,1675
Prince Edward Island,    Hong Kong,125
Prince Edward Island,"    Korea, South",40
Prince Edward Island,    Taiwan,155
Prince Edward Island,    Philippines,1015
Prince Edward Island,    Viet Nam,525
Prince Edward Island,    Bangladesh,90
Prince Edward Island,    India,835
Prince Edward Island,    Pakistan,85
Prince Edward Island,    Sri Lanka,70
Prince Edward Island,    Other places of birth in Asia,530
Prince Edward Island,  Oceania and other places of birth,70
Prince Edward Island,Total - Place of birth for the recent immigrant population in private households - 25% sample data,4860
Prince Edward Island,  Americas,465
Prince Edward Island,    Brazil,50
Prince Edward Island,    Colombia,35
Prince Edward Island,    Haiti,0
Prince Edward Island,    Jamaica,110
Prince Edward Island,    Mexico,30
Prince Edward Island,    United States of America,140
Prince Edward Island,    Venezuela,0
Prince Edward Island,    Other places of birth in Americas,100
Prince Edward Island,  Europe,445
Prince Edward Island,    France,45
Prince Edward Island,    Germany,0
Prince Edward Island,    Ireland,15
Prince Edward Island,    Italy,35
Prince Edward Island,    Russian Federation,45
Prince Edward Island,    Ukraine,35
Prince Edward Island,    United Kingdom,130
Prince Edward Island,    Other places of birth in Europe,135
Prince Edward Island,  Africa,270
Prince Edward Island,    Algeria,0
Prince Edward Island,    Burundi,0
Prince Edward Island,    Cameroon,0
Prince Edward Island,"    Congo, Democratic Republic of the",0
Prince Edward Island,    C3te d'Ivoire,0
Prince Edward Island,    Egypt,30
Prince Edward Island,    Eritrea,0
Prince Edward Island,    Ethiopia,0
Prince Edward Island,    Morocco,10
Prince Edward Island,    Nigeria,85
Prince Edward Island,    Somalia,0
Prince Edward Island,"    South Africa, Republic of",30
Prince Edward Island,    Sudan,0
Prince Edward Island,    Tunisia,0
Prince Edward Island,    Other places of birth in Africa,65
Prince Edward Island,  Asia,3660
Prince Edward Island,    Afghanistan,0
Prince Edward Island,    Bangladesh,50
Prince Edward Island,    China,1170
Prince Edward Island,    Hong Kong,70
Prince Edward Island,    India,665
Prince Edward Island,    Iran,10
Prince Edward Island,    Iraq,40
Prince Edward Island,    Israel,10
Prince Edward Island,    Japan,0
Prince Edward Island,    Jordan,20
Prince Edward Island,"    Korea, South",0
Prince Edward Island,    Lebanon,30
Prince Edward Island,    Nepal,20
Prince Edward Island,    Pakistan,15
Prince Edward Island,    Philippines,630
Prince Edward Island,    Saudi Arabia,25
Prince Edward Island,    Sri Lanka,30
Prince Edward Island,    Syria,220
Prince Edward Island,    Turkey,10
Prince Edward Island,    United Arab Emirates,55
Prince Edward Island,    Viet Nam,470
Prince Edward Island,    Other places of birth in Asia,115
Prince Edward Island,  Oceania and other,25
Prince Edward Island,    Australia,20
Prince Edward Island,    Other places of birth,0
Prince Edward Island,Total - Generation status for the population in private households - 25% sample data,150485
Prince Edward Island,  First generation,18220
Prince Edward Island,  Second generation,9775
Prince Edward Island,  Third generation or more,122495
Prince Edward Island,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,9595
Prince Edward Island,  Economic immigrants,7100
Prince Edward Island,    Principal applicants,2925
Prince Edward Island,    Secondary applicants,4175
Prince Edward Island,  Immigrants sponsored by family,1420
Prince Edward Island,  Refugees,1010
Prince Edward Island,  Other immigrants,60
Prince Edward Island,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,9595
Prince Edward Island,  Asylum claim before admission,50
Prince Edward Island,  Work permits only before admission,1525
Prince Edward Island,  Study permits only before admission,370
Prince Edward Island,  Work and study permits before admission,915
Prince Edward Island,  Other permits before admission,25
Prince Edward Island,  No pre-admission experience,6710
Prince Edward Island,Total - Visible minority for the population in private households - 25% sample data,150485
Prince Edward Island,  Total visible minority population,14310
Prince Edward Island,    South Asian,3735
Prince Edward Island,    Chinese,3335
Prince Edward Island,    Black,1815
Prince Edward Island,    Filipino,1760
Prince Edward Island,    Arab,1125
Prince Edward Island,    Latin American,585
Prince Edward Island,    Southeast Asian,1040
Prince Edward Island,    West Asian,295
Prince Edward Island,    Korean,120
Prince Edward Island,    Japanese,190
Prince Edward Island,"    Visible minority, n.i.e.",125
Prince Edward Island,    Multiple visible minorities,170
Prince Edward Island,  Not a visible minority,136175
Prince Edward Island,Total - Ethnic or cultural origin for the population in private households - 25% sample data,150485
Prince Edward Island,  Canadian,22825
Prince Edward Island,  English,36050
Prince Edward Island,  Irish,41845
Prince Edward Island,  Scottish,51235
Prince Edward Island,"  French, n.o.s.",21355
Prince Edward Island,  German,7175
Prince Edward Island,  Chinese,3050
Prince Edward Island,  Italian,1655
Prince Edward Island,  Indian (India),2280
Prince Edward Island,  Ukrainian,1050
Prince Edward Island,  Dutch,4465
Prince Edward Island,  Polish,1055
Prince Edward Island,  Qu3b3cois,195
Prince Edward Island,"  British Isles, n.o.s.",3170
Prince Edward Island,  Filipino,1600
Prince Edward Island,  French Canadian,970
Prince Edward Island,"  Caucasian (White), n.o.s.",6135
Prince Edward Island,"  First Nations (North American Indian), n.o.s.",1705
Prince Edward Island,  M3tis,915
Prince Edward Island,"  European, n.o.s.",2230
Prince Edward Island,  Russian,545
Prince Edward Island,  Norwegian,620
Prince Edward Island,  Welsh,2495
Prince Edward Island,  Portuguese,425
Prince Edward Island,  American,1080
Prince Edward Island,  Spanish,565
Prince Edward Island,  Swedish,420
Prince Edward Island,  Hungarian,425
Prince Edward Island,  Acadian,8265
Prince Edward Island,  Pakistani,110
Prince Edward Island,"  African, n.o.s.",485
Prince Edward Island,  Jewish,260
Prince Edward Island,  Punjabi,420
Prince Edward Island,  Vietnamese,730
Prince Edward Island,"  Arab, n.o.s.",485
Prince Edward Island,  Greek,220
Prince Edward Island,  Jamaican,300
Prince Edward Island,"  Asian, n.o.s.",415
Prince Edward Island,"  Cree, n.o.s.",100
Prince Edward Island,  Korean,130
Prince Edward Island,  Romanian,110
Prince Edward Island,  Lebanese,715
Prince Edward Island,  Iranian,205
Prince Edward Island,"  Christian, n.i.e.",560
Prince Edward Island,  Danish,685
Prince Edward Island,"  North American Indigenous, n.o.s.",725
Prince Edward Island,  Sikh,230
Prince Edward Island,  Austrian,190
Prince Edward Island,  Belgian,340
Prince Edward Island,  Haitian,30
Prince Edward Island,  Hindu,285
Prince Edward Island,  Mexican,255
Prince Edward Island,  Mennonite,15
Prince Edward Island,  Swiss,505
Prince Edward Island,  Finnish,110
Prince Edward Island,  Sri Lankan,100
Prince Edward Island,  Croatian,130
Prince Edward Island,  Japanese,250
Prince Edward Island,"  South Asian, n.o.s.",145
Prince Edward Island,"  Mi'kmaq, n.o.s.",1560
Prince Edward Island,"  Northern European, n.o.s.",355
Prince Edward Island,  Muslim,40
Prince Edward Island,  Egyptian,85
Prince Edward Island,"  Latin, Central or South American, n.o.s.",125
Prince Edward Island,  Tamil,0
Prince Edward Island,  Icelandic,135
Prince Edward Island,  Colombian,60
Prince Edward Island,  Moroccan,70
Prince Edward Island,  Czech,110
Prince Edward Island,  Syrian,390
Prince Edward Island,  Guyanese,50
Prince Edward Island,  Afghan,0
Prince Edward Island,"  Black, n.o.s.",205
Prince Edward Island,  Serbian,55
Prince Edward Island,  Ojibway,70
Prince Edward Island,  Newfoundlander,375
Prince Edward Island,  Hong Konger,200
Prince Edward Island,  Ontarian,150
Prince Edward Island,  Persian,60
Prince Edward Island,  Trinidadian/Tobagonian,30
Prince Edward Island,  Turkish,50
Prince Edward Island,"  Inuit, n.o.s.",255
Prince Edward Island,  Bangladeshi,110
Prince Edward Island,  Algerian,0
Prince Edward Island,  Brazilian,160
Prince Edward Island,  Nigerian,185
Prince Edward Island,  Armenian,25
Prince Edward Island,  Slovak,90
Prince Edward Island,"  Eastern European, n.o.s.",120
Prince Edward Island,  Somali,60
Prince Edward Island,  Taiwanese,170
Prince Edward Island,  Iraqi,30
Prince Edward Island,  Salvadorean,20
Prince Edward Island,  African Caribbean,25
Prince Edward Island,"  East or Southeast Asian, n.o.s.",115
Prince Edward Island,"  West or Central Asian or Middle Eastern, n.o.s.",60
Prince Edward Island,"  Caribbean, n.o.s.",65
Prince Edward Island,  Algonquin,35
Prince Edward Island,"  West Indian, n.o.s.",45
Prince Edward Island,  Lithuanian,95
Prince Edward Island,  South African,65
Prince Edward Island,  Australian,120
Prince Edward Island,  Palestinian,90
Prince Edward Island,  Chilean,55
Prince Edward Island,  Congolese,20
Prince Edward Island,  Nova Scotian,250
Prince Edward Island,  Ethiopian,10
Prince Edward Island,"  Hispanic, n.o.s.",60
Prince Edward Island,  Peruvian,10
Prince Edward Island,  Yoruba,110
Prince Edward Island,  Cambodian (Khmer),0
Prince Edward Island,  Berber,0
Prince Edward Island,  Albanian,105
Prince Edward Island,  Maltese,60
Prince Edward Island,  Macedonian,20
Prince Edward Island,  Slovenian,55
Prince Edward Island,"  Western European, n.o.s.",125
Prince Edward Island,  New Brunswicker,175
Prince Edward Island,  Gujarati,50
Prince Edward Island,  Eritrean,0
Prince Edward Island,  African Canadian,90
Prince Edward Island,  Israeli,50
Prince Edward Island,  Mohawk,40
Prince Edward Island,"  Czechoslovakian, n.o.s.",65
Prince Edward Island,  Bulgarian,65
Prince Edward Island,  Albertan,45
Prince Edward Island,  Ghanaian,10
Prince Edward Island,  Barbadian,15
Prince Edward Island,  African American,115
Prince Edward Island,"  Yugoslavian, n.o.s.",20
Prince Edward Island,  Tunisian,10
Prince Edward Island,"  Slavic, n.o.s.",30
Prince Edward Island,  Cuban,30
Prince Edward Island,  Bosnian,25
Prince Edward Island,  Venezuelan,0
Prince Edward Island,"  Innu/Montagnais, n.o.s.",20
Prince Edward Island,  Latvian,110
Prince Edward Island,  Bengali,25
Prince Edward Island,  Cameroonian,15
Prince Edward Island,  Guatemalan,20
Prince Edward Island,  Indonesian,10
Prince Edward Island,  Laotian,0
Prince Edward Island,  Ilocano,25
Prince Edward Island,  Northern Irish,40
Prince Edward Island,"  Celtic, n.o.s.",195
Prince Edward Island,  British Columbian,0
Prince Edward Island,  Ecuadorian,15
Prince Edward Island,  Franco Ontarian,10
Prince Edward Island,  Argentinian,20
Prince Edward Island,  Estonian,25
Prince Edward Island,  Kurdish,0
Prince Edward Island,  Fijian,0
Prince Edward Island,  Jatt,20
Prince Edward Island,"  North American, n.o.s.",130
Prince Edward Island,  Coptic,0
Prince Edward Island,  Thai,20
Prince Edward Island,  Dominican,10
Prince Edward Island,  Nepali,130
Prince Edward Island,  Kabyle,0
Prince Edward Island,  Assyrian,0
Prince Edward Island,  Igbo,70
Prince Edward Island,  Byelorussian,0
Prince Edward Island,"  Dene, n.o.s.",10
Prince Edward Island,"  Blackfoot, n.o.s.",20
Prince Edward Island,  Abenaki,0
Prince Edward Island,  Moldovan,0
Prince Edward Island,"  Iroquois (Haudenosaunee), n.o.s.",0
Prince Edward Island,  New Zealander,15
Prince Edward Island,  Sudanese,0
Prince Edward Island,  Breton,0
Prince Edward Island,  Pennsylvania Dutch,45
Prince Edward Island,  Malaysian,15
Prince Edward Island,  Plains Cree,0
Prince Edward Island,"  North African, n.o.s.",50
Prince Edward Island,  Huron (Wendat),15
Prince Edward Island,  Saskatchewanian,25
Prince Edward Island,  Buddhist,0
