Prov_Name,Topic,Characteristic,Total
Newfoundland and Labrador,Knowledge of official languages,Knowledge of official languages - Total population excluding institutional residents,509950
Newfoundland and Labrador,Knowledge of official languages,`?English only,485745
Newfoundland and Labrador,Knowledge of official languages,`?French only,135
Newfoundland and Labrador,Knowledge of official languages,`?English and French,23455
Newfoundland and Labrador,Knowledge of official languages,`?Neither English nor French,630
Newfoundland and Labrador,First official language spoken,First official language spoken - Total population excluding institutional residents,509950
Newfoundland and Labrador,First official language spoken,`?English,507200
Newfoundland and Labrador,First official language spoken,`?French,1990
Newfoundland and Labrador,First official language spoken,`?English and French,205
Newfoundland and Labrador,First official language spoken,`?Neither English nor French,550
Newfoundland and Labrador,First official language spoken,Official language minority (number),2100
Newfoundland and Labrador,First official language spoken,Official language minority (percentage),0.4
Newfoundland and Labrador,Detailed language spoken most often at home,Detailed language spoken most often at home - Total population excluding institutional residents,509950
Newfoundland and Labrador,Detailed language spoken most often at home,`?Single responses,508620
Newfoundland and Labrador,Detailed language spoken most often at home,```?English,502475
Newfoundland and Labrador,Detailed language spoken most often at home,```?French,1140
Newfoundland and Labrador,Detailed language spoken most often at home,```?Non-official languages,5000
Newfoundland and Labrador,Detailed language spoken most often at home,`````?Selected Aboriginal languages,2040
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Atikamekw``,0
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Cree, n.o.s.",0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Dene,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Innu/Montagnais,1875
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Inuktitut,160
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Mi'kmaq,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Ojibway,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Oji-Cree,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Stoney,0
Newfoundland and Labrador,Detailed language spoken most often at home,`````?Selected non-Aboriginal languages,2855
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?African languages, n.i.e.",25
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Afrikaans,40
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Akan (Twi),0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Albanian,75
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Amharic,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Arabic,365
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Armenian,0
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Bantu languages, n.i.e.",5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Bengali,100
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Berber languages (Kabyle),0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Bisayan languages,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Bosnian,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Bulgarian,15
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Burmese,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Cantonese,100
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Chinese, n.o.s.",580
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Creoles,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Croatian,15
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Czech,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Danish,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Dutch,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Estonian,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Finnish,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Flemish,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Fukien,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?German,45
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Greek,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Gujarati,15
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Hakka,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Hebrew,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Hindi,25
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Hungarian,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Ilocano,5
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Indo-Iranian languages, n.i.e.",5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Italian,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Japanese,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Khmer (Cambodian),0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Korean,40
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Kurdish,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Lao,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Latvian,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Lingala,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Lithuanian,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Macedonian,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Malay,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Malayalam,20
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Maltese,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Mandarin,125
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Marathi,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Nepali,55
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Niger-Congo languages, n.i.e.",0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Norwegian,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Oromo,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Panjabi (Punjabi),55
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Pashto,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Persian (Farsi),65
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Polish,40
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Portuguese,15
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Romanian,15
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Rundi (Kirundi),0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Russian,120
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Rwanda (Kinyarwanda),0
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Semitic languages, n.i.e.",0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Serbian,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Serbo-Croatian,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Shanghainese,0
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Sign languages, n.i.e.",150
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Sindhi,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Sinhala (Sinhalese),15
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Sino-Tibetan languages, n.i.e.",5
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Slavic languages, n.i.e.",0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Slovak,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Slovenian,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Somali,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Spanish,215
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Swahili,25
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Swedish,5
Newfoundland and Labrador,Detailed language spoken most often at home,"```````?Tagalog (Pilipino, Filipino)",90
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Taiwanese,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Tamil,35
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Telugu,35
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Thai,10
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Tibetan languages,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Tigrigna,5
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Turkish,15
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Ukrainian,0
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Urdu,95
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Vietnamese,15
Newfoundland and Labrador,Detailed language spoken most often at home,```````?Yiddish,0
Newfoundland and Labrador,Detailed language spoken most often at home,`````?Other languages,110
Newfoundland and Labrador,Detailed language spoken most often at home,`?Multiple responses````````,1330
Newfoundland and Labrador,Detailed language spoken most often at home,```?English and French,240
Newfoundland and Labrador,Detailed language spoken most often at home,```?English and non-official language,1035
Newfoundland and Labrador,Detailed language spoken most often at home,```?French and non-official language,10
Newfoundland and Labrador,Detailed language spoken most often at home,"```?English, French and non-official language",40
Newfoundland and Labrador,Detailed other language spoken regularly at home,Detailed other language spoken regularly at home - Total population excluding institutional residents,509950
Newfoundland and Labrador,Detailed other language spoken regularly at home,``None,501995
Newfoundland and Labrador,Detailed other language spoken regularly at home,`?Single responses`?7785,
Newfoundland and Labrador,Detailed other language spoken regularly at home,````English`?2045,
Newfoundland and Labrador,Detailed other language spoken regularly at home,````French`?2720,
Newfoundland and Labrador,Detailed other language spoken regularly at home,````Non-official languages`?3020,
Newfoundland and Labrador,Detailed other language spoken regularly at home,`````?Selected Aboriginal languages,435
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Atikamekw```?0,
Newfoundland and Labrador,Detailed other language spoken regularly at home,"```````?Cree, n.o.s.`?,0
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Dene`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Innu/Montagnais`?135
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Inuktitut`?285
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Mi'kmaq`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Ojibway`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Oji-Cree`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Stoney`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,`````?Selected non-Aboriginal languages,2375
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?African languages, n.i.e.`?,20
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Afrikaans`?35
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Akan (Twi)`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Albanian`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Amharic`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Arabic`?210
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Armenian`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Bantu languages, n.i.e.`?,10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Bengali`?50
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Berber languages (Kabyle)`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Bisayan languages`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Bosnian`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Bulgarian`?25
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Burmese`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Cantonese`?35
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Chinese, n.o.s.`?,180
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Creoles`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Croatian`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Czech`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Danish`?25
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Dutch`?45
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Estonian`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Finnish`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Flemish`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Fukien`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?German`?175
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Greek`?30
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Gujarati`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Hakka`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Hebrew`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Hindi`?85
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Hungarian`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Ilocano`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Indo-Iranian languages, n.i.e.`?,5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Italian`?40
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Japanese`?35
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Khmer (Cambodian)`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Korean`?35
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Kurdish`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Lao`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Latvian`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Lingala`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Lithuanian`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Macedonian`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Malay`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Malayalam`?30
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Maltese`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Mandarin`?50
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Marathi`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Nepali`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Niger-Congo languages, n.i.e.`?,45
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Norwegian`?50
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Oromo`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Panjabi (Punjabi)`?30
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Pashto`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Persian (Farsi)`?25
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Polish`?30
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Portuguese`?40
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Romanian`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Rundi (Kirundi)`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Russian`?80
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Rwanda (Kinyarwanda)`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Semitic languages, n.i.e.`?,0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Serbian`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Serbo-Croatian`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Shanghainese`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Sign languages, n.i.e.`?,85
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Sindhi`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Sinhala (Sinhalese)`?20
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Sino-Tibetan languages, n.i.e.`?,0
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Slavic languages, n.i.e.`?,0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Slovak`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Slovenian`?5
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Somali`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Spanish`?290
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Swahili`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Swedish`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,""```````?Tagalog (Pilipino, Filipino)`?,105
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Taiwanese`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Tamil`?35
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Telugu`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Thai`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,````````Tibetan languages`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Tigrigna`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Turkish`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Ukrainian`?10
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Urdu`?100
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Vietnamese`?15
Newfoundland and Labrador,Detailed other language spoken regularly at home,```````?Yiddish`?0
Newfoundland and Labrador,Detailed other language spoken regularly at home,`````?Other languages,210
Newfoundland and Labrador,Detailed other language spoken regularly at home,``Multiple responses`````````?170
Newfoundland and Labrador,Detailed other language spoken regularly at home,````English and French`?25
Newfoundland and Labrador,Detailed other language spoken regularly at home,````English and non-official language`?40
Newfoundland and Labrador,Detailed other language spoken regularly at home,````French and non-official language`?110
Newfoundland and Labrador,Detailed other language spoken regularly at home,""````English, French and non-official language`?,0
Prince Edward Island,Population and dwelling counts,Population in 2011,140204
Prince Edward Island,Population and dwelling counts,Population in 2006,135851
Prince Edward Island,Population and dwelling counts,2006 to 2011 population change (%),3.2
Prince Edward Island,Population and dwelling counts,Total private dwellings,66943
Prince Edward Island,Population and dwelling counts,Private dwellings occupied by usual residents,56462
Prince Edward Island,Population and dwelling counts,Population density per square kilometre,24.7
Prince Edward Island,Population and dwelling counts,Land area (square km),5685.73
Prince Edward Island,Age characteristics,Total population by age groups,140205
Prince Edward Island,Age characteristics,   0 to 4 years,7275
Prince Edward Island,Age characteristics,   5 to 9 years,7390
Prince Edward Island,Age characteristics,   10 to 14 years,8395
Prince Edward Island,Age characteristics,   15 to 19 years,9650
Prince Edward Island,Age characteristics,      15 years,1950
Prince Edward Island,Age characteristics,      16 years,1905
Prince Edward Island,Age characteristics,      17 years,1870
Prince Edward Island,Age characteristics,      18 years,1925
Prince Edward Island,Age characteristics,      19 years,2005
Prince Edward Island,Age characteristics,   20 to 24 years,8765
Prince Edward Island,Age characteristics,   25 to 29 years,7300
Prince Edward Island,Age characteristics,   30 to 34 years,7585
Prince Edward Island,Age characteristics,   35 to 39 years,8435
Prince Edward Island,Age characteristics,   40 to 44 years,9485
Prince Edward Island,Age characteristics,   45 to 49 years,11230
Prince Edward Island,Age characteristics,   50 to 54 years,11155
Prince Edward Island,Age characteristics,   55 to 59 years,10550
Prince Edward Island,Age characteristics,   60 to 64 years,10205
Prince Edward Island,Age characteristics,   65 to 69 years,7170
Prince Edward Island,Age characteristics,   70 to 74 years,5400
Prince Edward Island,Age characteristics,   75 to 79 years,4295
Prince Edward Island,Age characteristics,   80 to 84 years,2935
Prince Edward Island,Age characteristics,   85 years and over,2995
Prince Edward Island,Age characteristics,Median age of the population,42.8
Prince Edward Island,Age characteristics,% of the population aged 15 and over,83.6
Prince Edward Island,Marital status,Total population 15 years and over by marital status,117145
Prince Edward Island,Marital status,   Married or living with a common-law partner,69795
Prince Edward Island,Marital status,      Married (and not separated),60625
Prince Edward Island,Marital status,      Living common law,9175
Prince Edward Island,Marital status,   Not married and not living with a common-law partner,47350
Prince Edward Island,Marital status,      Single (never legally married),30495
Prince Edward Island,Marital status,      Separated,3285
Prince Edward Island,Marital status,      Divorced,6065
Prince Edward Island,Marital status,      Widowed,7505
Prince Edward Island,Family characteristics,Total number of census families in private households,40850
Prince Edward Island,Family characteristics,   Size of census family: 2 persons,21385
Prince Edward Island,Family characteristics,   Size of census family: 3 persons,8710
Prince Edward Island,Family characteristics,   Size of census family: 4 persons,7325
Prince Edward Island,Family characteristics,   Size of census family: 5 or more persons,3435
Prince Edward Island,Family characteristics,Total number of census families in private households,40845
Prince Edward Island,Family characteristics,   Total couple families by family structure and number of children,34265
Prince Edward Island,Family characteristics,      Married couples,29700
Prince Edward Island,Family characteristics,         Without children at home,14665
Prince Edward Island,Family characteristics,         With children at home,15035
Prince Edward Island,Family characteristics,            1 child,5925
Prince Edward Island,Family characteristics,            2 children,6105
Prince Edward Island,Family characteristics,            3 or more children,3010
Prince Edward Island,Family characteristics,      Common-law couples,4575
Prince Edward Island,Family characteristics,         Without children at home,2615
Prince Edward Island,Family characteristics,         With children at home,1955
Prince Edward Island,Family characteristics,            1 child,1005
Prince Edward Island,Family characteristics,            2 children,655
Prince Edward Island,Family characteristics,            3 or more children,295
Prince Edward Island,Family characteristics,   Total lone-parent families by sex of parent and number of children,6580
Prince Edward Island,Family characteristics,      Female parent,5250
Prince Edward Island,Family characteristics,         1 child,3195
Prince Edward Island,Family characteristics,         2 children,1455
Prince Edward Island,Family characteristics,         3 or more children,600
Prince Edward Island,Family characteristics,      Male parent,1330
Prince Edward Island,Family characteristics,         1 child,915
Prince Edward Island,Family characteristics,         2 children,320
Prince Edward Island,Family characteristics,         3 or more children,100
Prince Edward Island,Family characteristics,Total children in census families in private households,41255
Prince Edward Island,Family characteristics,   Under six years of age,8605
Prince Edward Island,Family characteristics,   6 to 14 years,14315
Prince Edward Island,Family characteristics,   15 to 17 years,5560
Prince Edward Island,Family characteristics,   18 to 24 years,8595
Prince Edward Island,Family characteristics,   25 years and over,4180
Prince Edward Island,Family characteristics,Average number of children at home per census family,1
Prince Edward Island,Household and dwelling characteristics,Total number of persons in private households,137390
Prince Edward Island,Household and dwelling characteristics,   Number of persons not in census families,21015
Prince Edward Island,Household and dwelling characteristics,      Living with relatives,2305
Prince Edward Island,Household and dwelling characteristics,      Living with non-relatives only,4520
Prince Edward Island,Household and dwelling characteristics,      Living alone,14195
Prince Edward Island,Household and dwelling characteristics,   Number of census family persons,116375
Prince Edward Island,Household and dwelling characteristics,Average number of persons per census family,2.8
Prince Edward Island,Household and dwelling characteristics,Total number of persons aged 65 years and over in private households,20860
Prince Edward Island,Household and dwelling characteristics,   Number of persons not in census families aged 65 years and over,6750
Prince Edward Island,Household and dwelling characteristics,      Living with relatives,800
Prince Edward Island,Household and dwelling characteristics,      Living with non-relatives only,350
Prince Edward Island,Household and dwelling characteristics,      Living alone,5605
Prince Edward Island,Household and dwelling characteristics,   Number of census family persons aged 65 years and over,14105
Prince Edward Island,Household and dwelling characteristics,Total number of private households by household type,56465
Prince Edward Island,Household and dwelling characteristics,   Census-family households,40150
Prince Edward Island,Household and dwelling characteristics,      One-family-only households,37720
Prince Edward Island,Household and dwelling characteristics,         Couple-family households,32355
Prince Edward Island,Household and dwelling characteristics,            Without children,16280
Prince Edward Island,Household and dwelling characteristics,            With children,16080
Prince Edward Island,Household and dwelling characteristics,         Lone-parent-family households,5365
Prince Edward Island,Household and dwelling characteristics,      Other family households,2425
Prince Edward Island,Household and dwelling characteristics,         One-family households with persons not in a census family,1735
Prince Edward Island,Household and dwelling characteristics,            Couple-family households,1065
Prince Edward Island,Household and dwelling characteristics,               Without children,485
Prince Edward Island,Household and dwelling characteristics,               With children,580
Prince Edward Island,Household and dwelling characteristics,            Lone-parent-family households,670
Prince Edward Island,Household and dwelling characteristics,         Two-or-more-family households,690
Prince Edward Island,Household and dwelling characteristics,   Non-census-family households,16315
Prince Edward Island,Household and dwelling characteristics,      One-person households,14195
Prince Edward Island,Household and dwelling characteristics,      Two-or-more-person households,2120
Prince Edward Island,Household and dwelling characteristics,Total number of occupied private dwellings by structural type of dwelling,56460
Prince Edward Island,Household and dwelling characteristics,   Single-detached house,40335
Prince Edward Island,Household and dwelling characteristics,""   Apartment, building that has five or more storeys",60
Prince Edward Island,Household and dwelling characteristics,   Movable dwelling,2580
Prince Edward Island,Household and dwelling characteristics,   Other dwelling,13490
Prince Edward Island,Household and dwelling characteristics,      Semi-detached house,3005
Prince Edward Island,Household and dwelling characteristics,      Row house,1805
Prince Edward Island,Household and dwelling characteristics,"      Apartment, duplex",905
Prince Edward Island,Household and dwelling characteristics,"      Apartment, building that has fewer than five storeys",7640
Prince Edward Island,Household and dwelling characteristics,      Other single-attached house,130
Prince Edward Island,Household and dwelling characteristics,Total number of private households by household size,56465
Prince Edward Island,Household and dwelling characteristics,   1 person,14190
Prince Edward Island,Household and dwelling characteristics,   2 persons,21260
Prince Edward Island,Household and dwelling characteristics,   3 persons,9085
Prince Edward Island,Household and dwelling characteristics,   4 persons,7735
Prince Edward Island,Household and dwelling characteristics,   5 persons,3105
Prince Edward Island,Household and dwelling characteristics,   6 or more persons,1085
Prince Edward Island,Household and dwelling characteristics,Number of persons in private households,137390
Prince Edward Island,Household and dwelling characteristics,Average number of persons in private households,2.4
Prince Edward Island,Detailed mother tongue,Detailed mother tongue - Total population excluding institutional residents,138435
Prince Edward Island,Detailed mother tongue,``Single responses`?137685,
Prince Edward Island,Detailed mother tongue,````English`?127635,
Prince Edward Island,Detailed mother tongue,````French`?5190,
Prince Edward Island,Detailed mother tongue,````Non-official languages`?4860,
Prince Edward Island,Detailed mother tongue,`````?Selected Aboriginal languages,105
Prince Edward Island,Detailed mother tongue,````````Atikamekw```?0,
